device_id,manufacturer,model,device_type,network_capability
2535,Xiaomi,Model_2535,Smartphone,4G
2536,Apple,Model_2536,Smartphone,4G
2537,OnePlus,Model_2537,Smartphone,5G
2538,Xiaomi,Model_2538,Smartphone,5G
2539,Samsung,Model_2539,Smartphone,4G
2540,Apple,Model_2540,Smartphone,4G
2541,Samsung,Model_2541,Smartphone,5G
2542,OnePlus,Model_2542,Smartphone,5G
2543,Xiaomi,Model_2543,Smartphone,5G
2544,Xiaomi,Model_2544,Smartphone,5G
2545,Samsung,Model_2545,Smartphone,5G
2546,Apple,Model_2546,Smartphone,4G
2547,OnePlus,Model_2547,Smartphone,4G
2548,Apple,Model_2548,Smartphone,5G
2549,Samsung,Model_2549,Smartphone,5G
2550,Apple,Model_2550,Smartphone,5G
2551,Xiaomi,Model_2551,Smartphone,4G
2552,Apple,Model_2552,Smartphone,4G
2553,OnePlus,Model_2553,Smartphone,5G
2554,OnePlus,Model_2554,Smartphone,4G
2555,Apple,Model_2555,Smartphone,5G
2556,OnePlus,Model_2556,Smartphone,5G
2557,Samsung,Model_2557,Smartphone,4G
2558,Samsung,Model_2558,Smartphone,5G
2559,Xiaomi,Model_2559,Smartphone,4G
2560,Xiaomi,Model_2560,Smartphone,5G
2561,Apple,Model_2561,Smartphone,5G
2562,OnePlus,Model_2562,Smartphone,5G
2563,Xiaomi,Model_2563,Smartphone,4G
2564,Apple,Model_2564,Smartphone,5G
2565,Samsung,Model_2565,Smartphone,4G
2566,Apple,Model_2566,Smartphone,4G
2567,Xiaomi,Model_2567,Smartphone,5G
2568,OnePlus,Model_2568,Smartphone,5G
2569,Samsung,Model_2569,Smartphone,5G
2570,Samsung,Model_2570,Smartphone,5G
2571,Samsung,Model_2571,Smartphone,5G
2572,Xiaomi,Model_2572,Smartphone,5G
2573,OnePlus,Model_2573,Smartphone,5G
2574,OnePlus,Model_2574,Smartphone,4G
2575,Xiaomi,Model_2575,Smartphone,4G
2576,Xiaomi,Model_2576,Smartphone,5G
2577,Apple,Model_2577,Smartphone,4G
2578,Apple,Model_2578,Smartphone,4G
2579,Apple,Model_2579,Smartphone,4G
2580,Samsung,Model_2580,Smartphone,5G
2581,Samsung,Model_2581,Smartphone,5G
2582,OnePlus,Model_2582,Smartphone,4G
2583,Xiaomi,Model_2583,Smartphone,5G
2584,Xiaomi,Model_2584,Smartphone,5G
2585,OnePlus,Model_2585,Smartphone,4G
2586,Xiaomi,Model_2586,Smartphone,5G
2587,OnePlus,Model_2587,Smartphone,5G
2588,Samsung,Model_2588,Smartphone,4G
2589,Apple,Model_2589,Smartphone,5G
2590,Samsung,Model_2590,Smartphone,4G
2591,Xiaomi,Model_2591,Smartphone,5G
2592,Xiaomi,Model_2592,Smartphone,4G
2593,Xiaomi,Model_2593,Smartphone,5G
2594,Samsung,Model_2594,Smartphone,5G
2595,OnePlus,Model_2595,Smartphone,4G
2596,Samsung,Model_2596,Smartphone,5G
2597,Xiaomi,Model_2597,Smartphone,4G
2598,Xiaomi,Model_2598,Smartphone,5G
2599,Apple,Model_2599,Smartphone,5G
2600,Apple,Model_2600,Smartphone,5G
2601,Samsung,Model_2601,Smartphone,4G
2602,Samsung,Model_2602,Smartphone,5G
2603,Xiaomi,Model_2603,Smartphone,4G
2604,Samsung,Model_2604,Smartphone,5G
2605,OnePlus,Model_2605,Smartphone,4G
2606,Apple,Model_2606,Smartphone,4G
2607,OnePlus,Model_2607,Smartphone,4G
2608,Apple,Model_2608,Smartphone,5G
2609,Xiaomi,Model_2609,Smartphone,5G
2610,Samsung,Model_2610,Smartphone,4G
2611,OnePlus,Model_2611,Smartphone,4G
2612,OnePlus,Model_2612,Smartphone,4G
2613,Xiaomi,Model_2613,Smartphone,4G
2614,Xiaomi,Model_2614,Smartphone,4G
2615,Apple,Model_2615,Smartphone,5G
2616,Samsung,Model_2616,Smartphone,4G
2617,OnePlus,Model_2617,Smartphone,4G
2618,Samsung,Model_2618,Smartphone,4G
2619,Xiaomi,Model_2619,Smartphone,5G
2620,OnePlus,Model_2620,Smartphone,5G
2621,OnePlus,Model_2621,Smartphone,4G
2622,OnePlus,Model_2622,Smartphone,5G
2623,Apple,Model_2623,Smartphone,4G
2624,Apple,Model_2624,Smartphone,4G
2625,Apple,Model_2625,Smartphone,5G
2626,Samsung,Model_2626,Smartphone,5G
2627,Xiaomi,Model_2627,Smartphone,5G
2628,OnePlus,Model_2628,Smartphone,5G
2629,Samsung,Model_2629,Smartphone,5G
2630,OnePlus,Model_2630,Smartphone,5G
2631,Apple,Model_2631,Smartphone,5G
2632,OnePlus,Model_2632,Smartphone,5G
2633,Xiaomi,Model_2633,Smartphone,5G
2634,OnePlus,Model_2634,Smartphone,4G
2635,Apple,Model_2635,Smartphone,5G
2636,Samsung,Model_2636,Smartphone,4G
2637,Apple,Model_2637,Smartphone,5G
2638,OnePlus,Model_2638,Smartphone,4G
2639,Apple,Model_2639,Smartphone,4G
2640,OnePlus,Model_2640,Smartphone,4G
2641,OnePlus,Model_2641,Smartphone,5G
2642,Xiaomi,Model_2642,Smartphone,4G
2643,Xiaomi,Model_2643,Smartphone,5G
2644,OnePlus,Model_2644,Smartphone,5G
2645,Samsung,Model_2645,Smartphone,5G
2646,Apple,Model_2646,Smartphone,5G
2647,Samsung,Model_2647,Smartphone,4G
2648,Samsung,Model_2648,Smartphone,4G
2649,Apple,Model_2649,Smartphone,4G
2650,OnePlus,Model_2650,Smartphone,4G
2651,Xiaomi,Model_2651,Smartphone,5G
2652,Samsung,Model_2652,Smartphone,4G
2653,Apple,Model_2653,Smartphone,4G
2654,Samsung,Model_2654,Smartphone,4G
2655,Xiaomi,Model_2655,Smartphone,4G
2656,Apple,Model_2656,Smartphone,4G
2657,OnePlus,Model_2657,Smartphone,4G
2658,Apple,Model_2658,Smartphone,4G
2659,Samsung,Model_2659,Smartphone,5G
2660,Xiaomi,Model_2660,Smartphone,5G
2661,Apple,Model_2661,Smartphone,4G
2662,Apple,Model_2662,Smartphone,5G
2663,OnePlus,Model_2663,Smartphone,5G
2664,OnePlus,Model_2664,Smartphone,4G
2665,Apple,Model_2665,Smartphone,5G
2666,Samsung,Model_2666,Smartphone,5G
2667,Apple,Model_2667,Smartphone,5G
2668,Samsung,Model_2668,Smartphone,5G
2669,Samsung,Model_2669,Smartphone,4G
2670,OnePlus,Model_2670,Smartphone,5G
2671,Samsung,Model_2671,Smartphone,5G
2672,Samsung,Model_2672,Smartphone,5G
2673,Apple,Model_2673,Smartphone,5G
2674,Samsung,Model_2674,Smartphone,4G
2675,Apple,Model_2675,Smartphone,4G
2676,Samsung,Model_2676,Smartphone,4G
2677,Xiaomi,Model_2677,Smartphone,5G
2678,Apple,Model_2678,Smartphone,5G
2679,Apple,Model_2679,Smartphone,5G
2680,OnePlus,Model_2680,Smartphone,4G
2681,Samsung,Model_2681,Smartphone,5G
2682,Xiaomi,Model_2682,Smartphone,4G
2683,OnePlus,Model_2683,Smartphone,4G
2684,OnePlus,Model_2684,Smartphone,4G
2685,Apple,Model_2685,Smartphone,4G
2686,Xiaomi,Model_2686,Smartphone,4G
2687,OnePlus,Model_2687,Smartphone,5G
2688,OnePlus,Model_2688,Smartphone,4G
2689,Xiaomi,Model_2689,Smartphone,5G
2690,Xiaomi,Model_2690,Smartphone,5G
2691,Xiaomi,Model_2691,Smartphone,4G
2692,Samsung,Model_2692,Smartphone,5G
2693,Xiaomi,Model_2693,Smartphone,5G
2694,OnePlus,Model_2694,Smartphone,4G
2695,Apple,Model_2695,Smartphone,5G
2696,Samsung,Model_2696,Smartphone,4G
2697,Xiaomi,Model_2697,Smartphone,5G
2698,OnePlus,Model_2698,Smartphone,4G
2699,OnePlus,Model_2699,Smartphone,5G
2700,Xiaomi,Model_2700,Smartphone,4G
2701,OnePlus,Model_2701,Smartphone,4G
2702,Samsung,Model_2702,Smartphone,4G
2703,Apple,Model_2703,Smartphone,4G
2704,Samsung,Model_2704,Smartphone,4G
2705,Samsung,Model_2705,Smartphone,5G
2706,Samsung,Model_2706,Smartphone,4G
2707,Apple,Model_2707,Smartphone,5G
2708,Xiaomi,Model_2708,Smartphone,4G
2709,OnePlus,Model_2709,Smartphone,5G
2710,Xiaomi,Model_2710,Smartphone,4G
2711,Xiaomi,Model_2711,Smartphone,5G
2712,OnePlus,Model_2712,Smartphone,5G
2713,Xiaomi,Model_2713,Smartphone,5G
2714,Apple,Model_2714,Smartphone,5G
2715,Xiaomi,Model_2715,Smartphone,5G
2716,Apple,Model_2716,Smartphone,5G
2717,Xiaomi,Model_2717,Smartphone,5G
2718,Apple,Model_2718,Smartphone,5G
2719,OnePlus,Model_2719,Smartphone,5G
2720,OnePlus,Model_2720,Smartphone,4G
2721,Xiaomi,Model_2721,Smartphone,4G
2722,Samsung,Model_2722,Smartphone,4G
2723,Apple,Model_2723,Smartphone,4G
2724,Samsung,Model_2724,Smartphone,4G
2725,Samsung,Model_2725,Smartphone,5G
2726,OnePlus,Model_2726,Smartphone,5G
2727,Samsung,Model_2727,Smartphone,5G
2728,Xiaomi,Model_2728,Smartphone,5G
2729,Samsung,Model_2729,Smartphone,5G
2730,Apple,Model_2730,Smartphone,4G
2731,OnePlus,Model_2731,Smartphone,4G
2732,Apple,Model_2732,Smartphone,4G
2733,Apple,Model_2733,Smartphone,4G
2734,Samsung,Model_2734,Smartphone,4G
2735,Xiaomi,Model_2735,Smartphone,5G
2736,Samsung,Model_2736,Smartphone,5G
2737,Samsung,Model_2737,Smartphone,5G
2738,Samsung,Model_2738,Smartphone,4G
2739,Samsung,Model_2739,Smartphone,5G
2740,Xiaomi,Model_2740,Smartphone,4G
2741,Apple,Model_2741,Smartphone,4G
2742,Xiaomi,Model_2742,Smartphone,4G
2743,Xiaomi,Model_2743,Smartphone,4G
2744,Apple,Model_2744,Smartphone,4G
2745,Samsung,Model_2745,Smartphone,4G
2746,OnePlus,Model_2746,Smartphone,4G
2747,Samsung,Model_2747,Smartphone,5G
2748,Samsung,Model_2748,Smartphone,4G
2749,Apple,Model_2749,Smartphone,4G
2750,Xiaomi,Model_2750,Smartphone,5G
2751,Samsung,Model_2751,Smartphone,5G
2752,Samsung,Model_2752,Smartphone,4G
2753,OnePlus,Model_2753,Smartphone,5G
2754,OnePlus,Model_2754,Smartphone,5G
2755,Xiaomi,Model_2755,Smartphone,5G
2756,OnePlus,Model_2756,Smartphone,5G
2757,Xiaomi,Model_2757,Smartphone,5G
2758,OnePlus,Model_2758,Smartphone,4G
2759,Apple,Model_2759,Smartphone,4G
2760,Samsung,Model_2760,Smartphone,4G
2761,OnePlus,Model_2761,Smartphone,4G
2762,Xiaomi,Model_2762,Smartphone,5G
2763,Samsung,Model_2763,Smartphone,4G
2764,Apple,Model_2764,Smartphone,5G
2765,Samsung,Model_2765,Smartphone,5G
2766,Apple,Model_2766,Smartphone,5G
2767,OnePlus,Model_2767,Smartphone,5G
2768,Samsung,Model_2768,Smartphone,4G
2769,OnePlus,Model_2769,Smartphone,5G
2770,OnePlus,Model_2770,Smartphone,5G
2771,Samsung,Model_2771,Smartphone,4G
2772,Xiaomi,Model_2772,Smartphone,4G
2773,Samsung,Model_2773,Smartphone,4G
2774,Apple,Model_2774,Smartphone,5G
2775,Apple,Model_2775,Smartphone,4G
2776,Xiaomi,Model_2776,Smartphone,4G
2777,Xiaomi,Model_2777,Smartphone,4G
2778,Apple,Model_2778,Smartphone,5G
2779,OnePlus,Model_2779,Smartphone,4G
2780,OnePlus,Model_2780,Smartphone,5G
2781,Xiaomi,Model_2781,Smartphone,5G
2782,Samsung,Model_2782,Smartphone,4G
2783,OnePlus,Model_2783,Smartphone,5G
2784,Xiaomi,Model_2784,Smartphone,4G
2785,Xiaomi,Model_2785,Smartphone,5G
2786,OnePlus,Model_2786,Smartphone,5G
2787,Xiaomi,Model_2787,Smartphone,5G
2788,Apple,Model_2788,Smartphone,5G
2789,Samsung,Model_2789,Smartphone,4G
2790,Xiaomi,Model_2790,Smartphone,5G
2791,Xiaomi,Model_2791,Smartphone,4G
2792,OnePlus,Model_2792,Smartphone,4G
2793,OnePlus,Model_2793,Smartphone,5G
2794,Samsung,Model_2794,Smartphone,5G
2795,Apple,Model_2795,Smartphone,5G
2796,OnePlus,Model_2796,Smartphone,5G
2797,Apple,Model_2797,Smartphone,4G
2798,Apple,Model_2798,Smartphone,4G
2799,OnePlus,Model_2799,Smartphone,4G
2800,Xiaomi,Model_2800,Smartphone,5G
2801,Samsung,Model_2801,Smartphone,4G
2802,Samsung,Model_2802,Smartphone,4G
2803,Samsung,Model_2803,Smartphone,5G
2804,Apple,Model_2804,Smartphone,4G
2805,Samsung,Model_2805,Smartphone,5G
2806,Samsung,Model_2806,Smartphone,5G
2807,Samsung,Model_2807,Smartphone,5G
2808,Samsung,Model_2808,Smartphone,4G
2809,Samsung,Model_2809,Smartphone,4G
2810,Xiaomi,Model_2810,Smartphone,5G
2811,Xiaomi,Model_2811,Smartphone,5G
2812,Apple,Model_2812,Smartphone,4G
2813,Samsung,Model_2813,Smartphone,5G
2814,OnePlus,Model_2814,Smartphone,5G
2815,OnePlus,Model_2815,Smartphone,5G
2816,OnePlus,Model_2816,Smartphone,4G
2817,Apple,Model_2817,Smartphone,5G
2818,Apple,Model_2818,Smartphone,5G
2819,Xiaomi,Model_2819,Smartphone,5G
2820,Apple,Model_2820,Smartphone,5G
2821,OnePlus,Model_2821,Smartphone,4G
2822,Xiaomi,Model_2822,Smartphone,4G
2823,Samsung,Model_2823,Smartphone,4G
2824,Samsung,Model_2824,Smartphone,5G
2825,OnePlus,Model_2825,Smartphone,4G
2826,Samsung,Model_2826,Smartphone,5G
2827,Xiaomi,Model_2827,Smartphone,5G
2828,Apple,Model_2828,Smartphone,5G
2829,Apple,Model_2829,Smartphone,5G
2830,Samsung,Model_2830,Smartphone,5G
2831,Xiaomi,Model_2831,Smartphone,4G
2832,Apple,Model_2832,Smartphone,4G
2833,Apple,Model_2833,Smartphone,5G
2834,Apple,Model_2834,Smartphone,5G
2835,Samsung,Model_2835,Smartphone,4G
2836,OnePlus,Model_2836,Smartphone,4G
2837,OnePlus,Model_2837,Smartphone,5G
2838,Apple,Model_2838,Smartphone,4G
2839,Xiaomi,Model_2839,Smartphone,4G
2840,OnePlus,Model_2840,Smartphone,5G
2841,Xiaomi,Model_2841,Smartphone,4G
2842,Samsung,Model_2842,Smartphone,5G
2843,Apple,Model_2843,Smartphone,4G
2844,Xiaomi,Model_2844,Smartphone,5G
2845,Samsung,Model_2845,Smartphone,5G
2846,OnePlus,Model_2846,Smartphone,4G
2847,Samsung,Model_2847,Smartphone,4G
2848,Apple,Model_2848,Smartphone,4G
2849,OnePlus,Model_2849,Smartphone,4G
2850,OnePlus,Model_2850,Smartphone,4G
2851,Samsung,Model_2851,Smartphone,5G
2852,Samsung,Model_2852,Smartphone,5G
2853,Xiaomi,Model_2853,Smartphone,4G
2854,Xiaomi,Model_2854,Smartphone,5G
2855,Apple,Model_2855,Smartphone,5G
2856,Xiaomi,Model_2856,Smartphone,5G
2857,Xiaomi,Model_2857,Smartphone,5G
2858,OnePlus,Model_2858,Smartphone,4G
2859,Samsung,Model_2859,Smartphone,5G
2860,Samsung,Model_2860,Smartphone,5G
2861,OnePlus,Model_2861,Smartphone,5G
2862,Xiaomi,Model_2862,Smartphone,4G
2863,OnePlus,Model_2863,Smartphone,5G
2864,Xiaomi,Model_2864,Smartphone,5G
2865,Xiaomi,Model_2865,Smartphone,5G
2866,OnePlus,Model_2866,Smartphone,5G
2867,OnePlus,Model_2867,Smartphone,4G
2868,Xiaomi,Model_2868,Smartphone,5G
2869,Apple,Model_2869,Smartphone,5G
2870,Samsung,Model_2870,Smartphone,4G
2871,Xiaomi,Model_2871,Smartphone,5G
2872,OnePlus,Model_2872,Smartphone,5G
2873,OnePlus,Model_2873,Smartphone,4G
2874,Samsung,Model_2874,Smartphone,4G
2875,Xiaomi,Model_2875,Smartphone,4G
2876,Apple,Model_2876,Smartphone,4G
2877,OnePlus,Model_2877,Smartphone,4G
2878,OnePlus,Model_2878,Smartphone,4G
2879,Apple,Model_2879,Smartphone,4G
2880,Xiaomi,Model_2880,Smartphone,4G
2881,OnePlus,Model_2881,Smartphone,5G
2882,Xiaomi,Model_2882,Smartphone,5G
2883,Samsung,Model_2883,Smartphone,4G
2884,Samsung,Model_2884,Smartphone,4G
2885,Xiaomi,Model_2885,Smartphone,4G
2886,Apple,Model_2886,Smartphone,5G
2887,Xiaomi,Model_2887,Smartphone,5G
2888,OnePlus,Model_2888,Smartphone,4G
2889,Xiaomi,Model_2889,Smartphone,5G
2890,Apple,Model_2890,Smartphone,5G
2891,OnePlus,Model_2891,Smartphone,5G
2892,OnePlus,Model_2892,Smartphone,4G
2893,Xiaomi,Model_2893,Smartphone,4G
2894,Xiaomi,Model_2894,Smartphone,5G
2895,Xiaomi,Model_2895,Smartphone,4G
2896,Xiaomi,Model_2896,Smartphone,5G
2897,OnePlus,Model_2897,Smartphone,5G
2898,Apple,Model_2898,Smartphone,5G
2899,OnePlus,Model_2899,Smartphone,4G
2900,Apple,Model_2900,Smartphone,5G
2901,OnePlus,Model_2901,Smartphone,5G
2902,OnePlus,Model_2902,Smartphone,4G
2903,Xiaomi,Model_2903,Smartphone,5G
2904,Apple,Model_2904,Smartphone,5G
2905,OnePlus,Model_2905,Smartphone,5G
2906,Xiaomi,Model_2906,Smartphone,5G
2907,Xiaomi,Model_2907,Smartphone,5G
2908,OnePlus,Model_2908,Smartphone,5G
2909,OnePlus,Model_2909,Smartphone,5G
2910,Apple,Model_2910,Smartphone,4G
2911,OnePlus,Model_2911,Smartphone,5G
2912,Xiaomi,Model_2912,Smartphone,5G
2913,Samsung,Model_2913,Smartphone,4G
2914,Xiaomi,Model_2914,Smartphone,4G
2915,OnePlus,Model_2915,Smartphone,4G
2916,Apple,Model_2916,Smartphone,4G
2917,OnePlus,Model_2917,Smartphone,4G
2918,Xiaomi,Model_2918,Smartphone,5G
2919,Apple,Model_2919,Smartphone,5G
2920,OnePlus,Model_2920,Smartphone,5G
2921,Xiaomi,Model_2921,Smartphone,4G
2922,Apple,Model_2922,Smartphone,5G
2923,Xiaomi,Model_2923,Smartphone,5G
2924,Apple,Model_2924,Smartphone,5G
2925,Samsung,Model_2925,Smartphone,4G
2926,Xiaomi,Model_2926,Smartphone,4G
2927,OnePlus,Model_2927,Smartphone,4G
2928,OnePlus,Model_2928,Smartphone,4G
2929,Apple,Model_2929,Smartphone,4G
2930,Samsung,Model_2930,Smartphone,4G
2931,Xiaomi,Model_2931,Smartphone,5G
2932,Apple,Model_2932,Smartphone,4G
2933,Xiaomi,Model_2933,Smartphone,4G
2934,Xiaomi,Model_2934,Smartphone,5G
2935,Apple,Model_2935,Smartphone,4G
2936,Xiaomi,Model_2936,Smartphone,4G
2937,Apple,Model_2937,Smartphone,5G
2938,Apple,Model_2938,Smartphone,5G
2939,OnePlus,Model_2939,Smartphone,4G
2940,Xiaomi,Model_2940,Smartphone,4G
2941,Xiaomi,Model_2941,Smartphone,4G
2942,Xiaomi,Model_2942,Smartphone,4G
2943,OnePlus,Model_2943,Smartphone,5G
2944,OnePlus,Model_2944,Smartphone,4G
2945,Xiaomi,Model_2945,Smartphone,5G
2946,Xiaomi,Model_2946,Smartphone,5G
2947,OnePlus,Model_2947,Smartphone,5G
2948,Samsung,Model_2948,Smartphone,4G
2949,Apple,Model_2949,Smartphone,4G
2950,Apple,Model_2950,Smartphone,4G
2951,Xiaomi,Model_2951,Smartphone,4G
2952,Apple,Model_2952,Smartphone,5G
2953,Xiaomi,Model_2953,Smartphone,5G
2954,OnePlus,Model_2954,Smartphone,4G
2955,Samsung,Model_2955,Smartphone,4G
2956,Xiaomi,Model_2956,Smartphone,4G
2957,Xiaomi,Model_2957,Smartphone,4G
2958,OnePlus,Model_2958,Smartphone,5G
2959,OnePlus,Model_2959,Smartphone,4G
2960,OnePlus,Model_2960,Smartphone,4G
2961,Xiaomi,Model_2961,Smartphone,5G
2962,Xiaomi,Model_2962,Smartphone,5G
2963,Xiaomi,Model_2963,Smartphone,5G
2964,OnePlus,Model_2964,Smartphone,4G
2965,Xiaomi,Model_2965,Smartphone,5G
2966,Samsung,Model_2966,Smartphone,4G
2967,Apple,Model_2967,Smartphone,5G
2968,Apple,Model_2968,Smartphone,4G
2969,OnePlus,Model_2969,Smartphone,4G
2970,Xiaomi,Model_2970,Smartphone,4G
2971,Apple,Model_2971,Smartphone,4G
2972,Samsung,Model_2972,Smartphone,4G
2973,OnePlus,Model_2973,Smartphone,5G
2974,Apple,Model_2974,Smartphone,5G
2975,Samsung,Model_2975,Smartphone,4G
2976,Apple,Model_2976,Smartphone,4G
2977,Xiaomi,Model_2977,Smartphone,5G
2978,Xiaomi,Model_2978,Smartphone,5G
2979,OnePlus,Model_2979,Smartphone,5G
2980,OnePlus,Model_2980,Smartphone,5G
2981,Xiaomi,Model_2981,Smartphone,4G
2982,Apple,Model_2982,Smartphone,5G
2983,Samsung,Model_2983,Smartphone,4G
2984,OnePlus,Model_2984,Smartphone,5G
2985,Xiaomi,Model_2985,Smartphone,5G
2986,OnePlus,Model_2986,Smartphone,5G
2987,Samsung,Model_2987,Smartphone,4G
2988,OnePlus,Model_2988,Smartphone,4G
2989,Xiaomi,Model_2989,Smartphone,5G
2990,Samsung,Model_2990,Smartphone,5G
2991,OnePlus,Model_2991,Smartphone,5G
2992,OnePlus,Model_2992,Smartphone,5G
2993,OnePlus,Model_2993,Smartphone,5G
2994,Apple,Model_2994,Smartphone,4G
2995,Samsung,Model_2995,Smartphone,5G
2996,Xiaomi,Model_2996,Smartphone,5G
2997,OnePlus,Model_2997,Smartphone,4G
2998,Apple,Model_2998,Smartphone,4G
2999,Xiaomi,Model_2999,Smartphone,5G
3000,Samsung,Model_3000,Smartphone,4G
3001,Apple,Model_3001,Smartphone,4G
3002,Xiaomi,Model_3002,Smartphone,5G
3003,Apple,Model_3003,Smartphone,4G
3004,Xiaomi,Model_3004,Smartphone,5G
3005,OnePlus,Model_3005,Smartphone,5G
3006,Xiaomi,Model_3006,Smartphone,5G
3007,OnePlus,Model_3007,Smartphone,4G
3008,Xiaomi,Model_3008,Smartphone,5G
3009,Xiaomi,Model_3009,Smartphone,5G
3010,Samsung,Model_3010,Smartphone,4G
3011,Xiaomi,Model_3011,Smartphone,5G
3012,Apple,Model_3012,Smartphone,5G
3013,Xiaomi,Model_3013,Smartphone,4G
3014,Samsung,Model_3014,Smartphone,5G
3015,Apple,Model_3015,Smartphone,4G
3016,OnePlus,Model_3016,Smartphone,5G
3017,Apple,Model_3017,Smartphone,5G
3018,Xiaomi,Model_3018,Smartphone,4G
3019,Samsung,Model_3019,Smartphone,4G
3020,Apple,Model_3020,Smartphone,4G
3021,Samsung,Model_3021,Smartphone,5G
3022,Samsung,Model_3022,Smartphone,4G
3023,Xiaomi,Model_3023,Smartphone,5G
3024,Samsung,Model_3024,Smartphone,5G
3025,Samsung,Model_3025,Smartphone,4G
3026,Apple,Model_3026,Smartphone,5G
3027,Xiaomi,Model_3027,Smartphone,5G
3028,Samsung,Model_3028,Smartphone,5G
3029,Samsung,Model_3029,Smartphone,5G
3030,OnePlus,Model_3030,Smartphone,4G
3031,Xiaomi,Model_3031,Smartphone,5G
3032,OnePlus,Model_3032,Smartphone,5G
3033,Xiaomi,Model_3033,Smartphone,4G
3034,Samsung,Model_3034,Smartphone,5G
3035,Apple,Model_3035,Smartphone,5G
3036,Xiaomi,Model_3036,Smartphone,5G
3037,OnePlus,Model_3037,Smartphone,5G
3038,Xiaomi,Model_3038,Smartphone,4G
3039,OnePlus,Model_3039,Smartphone,4G
3040,Xiaomi,Model_3040,Smartphone,5G
3041,Samsung,Model_3041,Smartphone,5G
3042,Apple,Model_3042,Smartphone,5G
3043,Apple,Model_3043,Smartphone,5G
3044,Apple,Model_3044,Smartphone,5G
3045,Apple,Model_3045,Smartphone,5G
3046,Apple,Model_3046,Smartphone,5G
3047,OnePlus,Model_3047,Smartphone,4G
3048,Apple,Model_3048,Smartphone,5G
3049,Apple,Model_3049,Smartphone,4G
3050,Samsung,Model_3050,Smartphone,5G
3051,Apple,Model_3051,Smartphone,5G
3052,Samsung,Model_3052,Smartphone,5G
3053,Xiaomi,Model_3053,Smartphone,5G
3054,Samsung,Model_3054,Smartphone,5G
3055,Xiaomi,Model_3055,Smartphone,5G
3056,Xiaomi,Model_3056,Smartphone,5G
3057,Apple,Model_3057,Smartphone,4G
3058,Xiaomi,Model_3058,Smartphone,5G
3059,OnePlus,Model_3059,Smartphone,4G
3060,Apple,Model_3060,Smartphone,4G
3061,OnePlus,Model_3061,Smartphone,5G
3062,Samsung,Model_3062,Smartphone,4G
3063,Apple,Model_3063,Smartphone,4G
3064,Xiaomi,Model_3064,Smartphone,4G
3065,Apple,Model_3065,Smartphone,5G
3066,Samsung,Model_3066,Smartphone,5G
3067,OnePlus,Model_3067,Smartphone,5G
3068,Xiaomi,Model_3068,Smartphone,4G
3069,OnePlus,Model_3069,Smartphone,5G
3070,Samsung,Model_3070,Smartphone,4G
3071,Apple,Model_3071,Smartphone,5G
3072,Apple,Model_3072,Smartphone,4G
3073,Apple,Model_3073,Smartphone,5G
3074,Apple,Model_3074,Smartphone,5G
3075,OnePlus,Model_3075,Smartphone,5G
3076,Xiaomi,Model_3076,Smartphone,5G
3077,OnePlus,Model_3077,Smartphone,5G
3078,OnePlus,Model_3078,Smartphone,5G
3079,Samsung,Model_3079,Smartphone,4G
3080,Apple,Model_3080,Smartphone,4G
3081,OnePlus,Model_3081,Smartphone,5G
3082,OnePlus,Model_3082,Smartphone,5G
3083,Xiaomi,Model_3083,Smartphone,4G
3084,Samsung,Model_3084,Smartphone,4G
3085,Samsung,Model_3085,Smartphone,5G
3086,OnePlus,Model_3086,Smartphone,5G
3087,Xiaomi,Model_3087,Smartphone,5G
3088,Xiaomi,Model_3088,Smartphone,5G
3089,Apple,Model_3089,Smartphone,4G
3090,Apple,Model_3090,Smartphone,4G
3091,Xiaomi,Model_3091,Smartphone,4G
3092,Apple,Model_3092,Smartphone,4G
3093,OnePlus,Model_3093,Smartphone,4G
3094,OnePlus,Model_3094,Smartphone,5G
3095,OnePlus,Model_3095,Smartphone,5G
3096,Samsung,Model_3096,Smartphone,4G
3097,Samsung,Model_3097,Smartphone,4G
3098,OnePlus,Model_3098,Smartphone,5G
3099,Xiaomi,Model_3099,Smartphone,5G
3100,Apple,Model_3100,Smartphone,4G
3101,Apple,Model_3101,Smartphone,4G
3102,Xiaomi,Model_3102,Smartphone,5G
3103,Xiaomi,Model_3103,Smartphone,4G
3104,Apple,Model_3104,Smartphone,4G
3105,Xiaomi,Model_3105,Smartphone,4G
3106,Xiaomi,Model_3106,Smartphone,5G
3107,Samsung,Model_3107,Smartphone,5G
3108,Samsung,Model_3108,Smartphone,5G
3109,Xiaomi,Model_3109,Smartphone,5G
3110,OnePlus,Model_3110,Smartphone,5G
3111,Samsung,Model_3111,Smartphone,4G
3112,OnePlus,Model_3112,Smartphone,5G
3113,Xiaomi,Model_3113,Smartphone,5G
3114,Apple,Model_3114,Smartphone,5G
3115,Apple,Model_3115,Smartphone,4G
3116,Xiaomi,Model_3116,Smartphone,4G
3117,Apple,Model_3117,Smartphone,4G
3118,Xiaomi,Model_3118,Smartphone,5G
3119,Samsung,Model_3119,Smartphone,5G
3120,Samsung,Model_3120,Smartphone,5G
3121,Samsung,Model_3121,Smartphone,4G
3122,OnePlus,Model_3122,Smartphone,5G
3123,Apple,Model_3123,Smartphone,5G
3124,Apple,Model_3124,Smartphone,4G
3125,Apple,Model_3125,Smartphone,4G
3126,Xiaomi,Model_3126,Smartphone,4G
3127,Samsung,Model_3127,Smartphone,5G
