subscription_id,customer_id,offer_id,revenue
131991,37490,5,391.07
131992,38607,4,195.56
131993,6506,4,35.15
131994,29850,1,385.44
131995,44498,2,258.28
131996,24848,3,328.28
131997,4172,4,290.79
131998,33650,2,108.25
131999,29699,4,274.44
132000,27866,5,116.11
132001,27051,3,421.59
132002,36243,2,403.91
132003,34596,4,197.47
132004,7613,4,22.23
132005,11469,1,227.16
132006,49643,5,96.52
132007,13901,1,408.01
132008,29030,3,452.47
132009,29554,5,487.6
132010,23842,4,226.29
132011,14973,4,187.16
132012,44918,3,73.96
132013,4891,1,416.05
132014,49318,3,356.88
132015,22152,2,366.92
132016,10256,2,336.21
132017,64,3,22.9
132018,26471,2,405.99
132019,44317,4,434.86
132020,24484,1,170.63
132021,1103,1,403.1
132022,13432,5,51.57
132023,33254,3,342.67
132024,30676,2,122.94
132025,32036,4,164.77
132026,14080,3,184.49
132027,4337,2,73.01
132028,44484,5,476.57
132029,30053,4,343.16
132030,39634,4,210.59
132031,2817,1,75.24
132032,32100,5,135.91
132033,48594,5,52.42
132034,11794,3,467.23
132035,38591,2,36.57
132036,32945,2,40.6
132037,35203,1,173.33
132038,38988,4,29.24
132039,38406,1,133.39
132040,9478,5,325.48
132041,37310,4,110.78
132042,30157,1,331.56
132043,37286,3,314.43
132044,29916,3,193.57
132045,17107,4,387.29
132046,37632,2,242.03
132047,21602,3,132.72
132048,6604,2,81.47
132049,22376,5,17.59
132050,9530,2,76.95
132051,14193,1,415.71
132052,29148,3,155.14
132053,37630,1,36.13
132054,36574,2,192.57
132055,11995,3,359.68
132056,1746,1,346.97
132057,37180,4,205.18
132058,6749,2,57.71
132059,47547,4,86.04
132060,20317,3,409.43
132061,38507,1,271.68
132062,27695,2,377.38
132063,25146,3,39.7
132064,12257,2,40.24
132065,17021,4,302.96
132066,23544,4,11.5
132067,353,5,183.65
132068,36734,2,378.4
132069,36417,3,123.73
132070,17898,2,301.19
132071,10600,5,252.48
132072,16577,2,297.84
132073,11038,5,293.71
132074,46227,3,116.61
132075,14080,4,75.64
132076,22675,5,460.05
132077,47155,2,13.86
132078,38453,1,124.45
132079,34091,1,309.75
132080,9956,4,179.32
132081,12223,5,25.85
132082,6886,4,62.16
132083,49659,5,283.57
132084,34742,1,128.58
132085,17584,4,121.16
132086,6198,1,345.03
132087,47735,5,468.08
132088,13091,4,464.34
132089,30647,5,268.89
132090,943,3,261.19
132091,17851,5,455.22
132092,27439,5,313.81
132093,14065,3,274.21
132094,9241,3,78.12
132095,31022,4,57.39
132096,9177,2,119.15
132097,30033,4,469.0
132098,36397,5,89.18
132099,15978,4,387.65
132100,14675,2,372.02
132101,29303,1,19.72
132102,31217,2,285.1
132103,30707,2,156.05
132104,46030,3,388.45
132105,22520,5,220.6
132106,21537,1,437.17
132107,34087,4,106.12
132108,1630,2,150.84
132109,4917,3,199.13
132110,22634,4,70.54
132111,19989,3,385.99
132112,38595,5,272.37
132113,37269,3,103.01
132114,49312,2,489.77
132115,13333,3,315.4
132116,33267,5,101.8
132117,31019,4,298.7
132118,34369,2,249.33
132119,35161,2,31.35
132120,12931,2,319.63
132121,43162,4,36.69
132122,2165,2,234.46
132123,28768,2,499.89
132124,10545,3,96.98
132125,48385,5,115.73
132126,36361,1,189.37
132127,33843,3,307.24
132128,18736,2,460.33
132129,33727,3,412.15
132130,20739,2,498.26
132131,12474,1,162.74
132132,24411,3,45.55
132133,32562,2,343.51
132134,38251,4,273.41
132135,39870,1,402.44
132136,7412,2,16.47
132137,19031,1,346.39
132138,585,1,216.07
132139,2516,4,45.01
132140,14645,4,477.67
132141,17736,4,126.57
132142,7538,2,10.95
132143,29419,2,296.68
132144,16034,5,199.04
132145,6770,5,283.8
132146,25716,1,441.89
132147,5859,5,226.31
132148,48899,3,498.17
132149,14274,1,458.73
132150,13184,2,441.54
132151,17354,5,499.63
132152,42881,3,406.6
132153,47787,5,169.31
132154,31010,4,192.29
132155,3012,3,295.72
132156,9732,5,447.06
132157,13011,2,85.38
132158,881,4,363.6
132159,23148,3,297.28
132160,6370,1,29.95
132161,28959,2,105.52
132162,44287,4,435.29
132163,4173,3,89.12
132164,35648,2,367.46
132165,29263,2,151.85
132166,49966,2,227.93
132167,9037,3,91.28
132168,27369,3,185.68
132169,36907,3,218.64
132170,2447,1,296.12
132171,14722,3,160.84
132172,42913,5,225.2
132173,21540,5,248.38
132174,34939,3,79.74
132175,17573,4,176.39
132176,12341,1,449.77
132177,38588,4,208.05
132178,6514,4,162.9
132179,28792,4,161.29
132180,16344,3,213.4
132181,2548,4,110.05
132182,41835,5,317.88
132183,23655,1,159.14
132184,3356,3,239.94
132185,41116,3,36.77
132186,2959,1,10.45
132187,33254,1,101.12
132188,35118,4,25.53
132189,35140,4,125.25
132190,47600,2,37.41
132191,36914,1,15.2
132192,41772,2,20.58
132193,10289,3,274.87
132194,49700,1,166.71
132195,2733,2,391.0
132196,9223,4,321.51
132197,43032,4,135.69
132198,44164,5,175.11
132199,28721,1,241.18
132200,22992,4,85.82
132201,21606,2,314.49
132202,34060,4,264.77
132203,42833,2,198.71
132204,25952,3,347.05
132205,12343,2,258.56
132206,35495,1,262.68
132207,4636,3,220.98
132208,498,2,123.45
132209,26232,2,381.25
132210,26485,3,71.67
132211,18707,2,263.86
132212,23622,4,113.95
132213,11830,4,401.65
132214,25164,4,261.36
132215,49385,1,196.76
132216,41946,4,95.11
132217,27672,2,78.42
132218,8095,3,474.71
132219,38443,1,247.4
132220,27631,3,272.87
132221,852,3,456.03
132222,42891,3,197.75
132223,49481,4,306.48
132224,24039,2,250.35
132225,8228,2,32.88
132226,11191,4,273.51
132227,2165,5,416.34
132228,25465,4,145.41
132229,41044,5,479.2
132230,33785,2,307.1
132231,5209,3,21.39
132232,33124,2,332.48
132233,19741,4,220.54
132234,29340,2,228.7
132235,47015,1,226.79
132236,45278,1,333.7
132237,46162,2,463.72
132238,12840,4,384.34
132239,28711,1,272.84
132240,11442,1,192.59
132241,13177,1,249.84
132242,40944,1,348.43
132243,46086,3,491.62
132244,36388,5,156.61
132245,17718,5,414.79
132246,41646,3,209.87
132247,20846,3,50.27
132248,11999,4,277.06
132249,49924,2,360.21
132250,22179,2,420.92
132251,8865,3,256.23
132252,24568,1,41.94
132253,15222,2,214.61
132254,48614,3,100.84
132255,1820,3,272.44
132256,18468,1,324.37
132257,31082,3,122.06
132258,25203,4,450.87
132259,20500,1,59.93
132260,38624,4,233.67
132261,28658,2,41.37
132262,18642,2,40.14
132263,31997,5,130.92
132264,39099,3,10.18
132265,40711,3,203.42
132266,42981,4,125.81
132267,26271,5,154.76
132268,34301,5,377.89
132269,2752,5,217.34
132270,13925,4,14.82
132271,5550,4,280.87
132272,1506,3,379.92
132273,3318,3,377.26
132274,12378,2,349.3
132275,22855,5,232.28
132276,14316,2,57.72
132277,36976,5,499.69
132278,26031,5,122.89
132279,35057,1,336.36
132280,21632,2,206.44
132281,10746,3,246.19
132282,7599,1,443.46
132283,8624,5,49.42
132284,39035,3,337.99
132285,5366,4,42.97
132286,15344,1,379.64
132287,39593,3,289.45
132288,27037,2,461.38
132289,10133,4,179.22
132290,28199,4,299.45
132291,45286,3,491.62
132292,49419,4,204.09
132293,49204,1,311.07
132294,10890,2,195.72
132295,46053,3,45.49
132296,33365,3,46.49
132297,33295,2,252.13
132298,39089,4,112.07
132299,28799,2,335.81
132300,46049,5,229.46
132301,17884,1,313.68
132302,10652,5,396.3
132303,1362,1,99.68
132304,18197,1,449.76
132305,46024,2,295.53
132306,49353,5,237.82
132307,23067,1,217.43
132308,15037,2,85.91
132309,518,1,34.98
132310,7549,2,145.57
132311,110,1,36.12
132312,5283,5,458.11
132313,16949,4,75.95
132314,25879,3,63.16
132315,16078,3,161.22
132316,34512,5,49.05
132317,23727,5,17.61
132318,28546,5,472.14
132319,14937,3,441.49
132320,29457,2,26.66
132321,27176,3,171.62
132322,12767,3,288.06
132323,16884,5,119.19
132324,21549,5,234.82
132325,15670,2,45.54
132326,47874,5,172.36
132327,45876,5,343.77
132328,2322,4,193.26
132329,8927,5,268.51
132330,38060,3,110.72
132331,9456,2,461.39
132332,15977,5,333.94
132333,40186,5,160.76
132334,27860,2,287.84
132335,1477,1,376.42
132336,17408,4,76.99
132337,42769,2,31.57
132338,19988,4,362.5
132339,27529,2,196.16
132340,34085,3,398.88
132341,19541,5,488.8
132342,11118,5,223.55
132343,28841,4,67.94
132344,32816,3,326.36
132345,14060,2,42.75
132346,7145,3,129.18
132347,12197,3,474.74
132348,24194,3,341.54
132349,11591,1,294.39
132350,11582,3,348.68
132351,9767,5,92.51
132352,14833,3,402.19
132353,10138,3,353.74
132354,27705,2,332.06
132355,26514,1,450.25
132356,49866,4,412.47
132357,7329,2,260.92
132358,49989,5,170.03
132359,22828,2,409.7
132360,19920,5,373.51
132361,23140,1,383.12
132362,34015,5,66.42
132363,47397,2,370.86
132364,41517,3,127.0
132365,38954,5,261.12
132366,37477,3,305.23
132367,3106,5,77.19
132368,43680,2,98.61
132369,38056,4,115.05
132370,49941,2,438.53
132371,42320,4,108.05
132372,3187,5,234.21
132373,39340,5,26.09
132374,29409,5,281.41
132375,4450,3,72.03
132376,16501,3,223.28
132377,2194,4,266.5
132378,18430,5,429.68
132379,49292,2,424.76
132380,48796,3,67.34
132381,16098,5,340.84
132382,19646,4,213.12
132383,32778,3,405.1
132384,33251,4,477.06
132385,27879,5,244.99
132386,21386,2,377.07
132387,43151,2,77.42
132388,24018,1,489.93
132389,489,1,186.23
132390,30905,3,31.92
132391,29024,2,65.37
132392,41300,4,362.28
132393,43392,1,144.0
132394,17040,1,171.58
132395,13935,5,77.1
132396,30774,4,103.98
132397,6631,2,103.25
132398,15023,1,187.47
132399,15880,3,436.89
132400,2841,2,61.23
132401,41201,3,191.77
132402,46955,1,296.39
132403,47908,1,282.69
132404,38574,4,345.4
132405,8701,4,174.17
132406,3914,4,255.33
132407,24682,1,97.69
132408,8270,5,460.76
132409,45840,4,272.36
132410,37665,5,298.07
132411,7606,4,397.67
132412,39092,4,453.39
132413,38717,1,111.46
132414,46317,4,391.66
132415,1927,2,312.98
132416,586,2,427.32
132417,13774,2,215.5
132418,503,4,317.67
132419,24924,4,312.49
132420,12643,3,332.97
132421,21489,4,89.22
132422,32117,2,70.81
132423,20939,5,167.29
132424,10105,3,191.52
132425,19128,5,451.48
132426,32913,2,114.57
132427,9462,5,92.45
132428,23441,2,147.49
132429,30213,3,237.47
132430,34987,2,113.21
132431,30414,5,67.01
132432,7290,5,101.78
132433,14209,3,27.86
132434,23657,4,357.19
132435,42184,2,86.87
132436,46317,3,321.19
132437,20057,5,463.88
132438,38095,1,165.94
132439,43786,3,14.68
132440,9886,4,263.93
132441,2955,4,309.11
132442,30415,3,139.88
132443,12181,3,454.76
132444,8453,2,296.85
132445,13538,2,83.34
132446,32654,4,51.77
132447,15223,1,147.27
132448,20792,3,136.62
132449,30748,3,305.23
132450,29225,1,468.67
132451,34274,2,181.89
132452,43598,5,340.74
132453,16869,5,315.22
132454,14102,4,302.96
132455,1404,1,410.69
132456,17659,4,221.62
132457,41275,4,177.3
132458,48444,3,324.05
132459,32689,4,67.3
132460,6835,2,364.83
132461,44346,4,148.11
132462,37278,3,97.07
132463,42273,2,442.37
132464,33262,4,432.01
132465,27775,2,267.43
132466,16611,1,75.88
132467,30903,3,236.96
132468,30021,5,101.68
132469,35613,5,223.28
132470,9689,3,260.56
132471,36282,5,217.85
132472,19967,2,132.5
132473,32298,3,130.36
132474,9477,5,124.98
132475,34812,3,101.95
132476,6,2,13.07
132477,46465,1,339.21
132478,45354,5,179.63
132479,5857,3,230.14
132480,11787,1,485.61
132481,48783,4,202.43
132482,38432,5,93.37
132483,32077,5,45.66
132484,21155,5,418.35
132485,31333,2,22.01
132486,45031,3,479.8
132487,43791,2,251.52
132488,8884,2,465.7
132489,19449,5,333.14
132490,16769,2,59.88
132491,1892,2,408.67
132492,26875,2,395.92
132493,31698,2,413.34
132494,17492,3,397.9
132495,35347,5,399.72
132496,33814,5,378.68
132497,38649,5,128.15
132498,17278,3,488.07
132499,33774,3,165.52
132500,6714,4,77.86
132501,10185,1,218.56
132502,44485,4,482.78
132503,41610,5,228.77
132504,31796,3,420.34
132505,21046,4,140.42
132506,41906,4,301.65
132507,46294,5,110.12
132508,42452,2,134.01
132509,18599,3,77.7
132510,41132,4,47.3
132511,5055,5,62.59
132512,15005,5,424.46
132513,34865,3,187.59
132514,8625,3,68.73
132515,47779,5,262.33
132516,34484,1,422.15
132517,2129,5,20.31
132518,15562,3,246.03
132519,46886,1,351.65
132520,1621,3,428.25
132521,17514,3,425.94
132522,27504,1,378.91
132523,15152,4,275.38
132524,34234,2,441.94
132525,4123,2,429.74
132526,8738,2,392.69
132527,28436,3,215.41
132528,22332,5,145.13
132529,13301,4,341.21
132530,20744,2,314.4
132531,34737,4,414.68
132532,9953,1,253.41
132533,36993,3,350.74
132534,27063,5,236.16
132535,20304,5,414.27
132536,35299,3,142.22
132537,29948,3,301.27
132538,28996,4,267.8
132539,20437,1,443.01
132540,15722,1,105.19
132541,16593,2,288.9
132542,9321,3,42.77
132543,36285,2,346.79
132544,38356,5,128.09
132545,9318,5,306.08
132546,15458,5,436.51
132547,28489,5,164.31
132548,9153,2,326.41
132549,30363,1,85.85
132550,46919,5,352.69
132551,29082,2,333.6
132552,28191,1,427.26
132553,26319,4,354.99
132554,29637,5,308.39
132555,24188,4,22.3
132556,25083,2,309.27
132557,25769,1,255.3
132558,47612,4,252.77
132559,1517,2,400.58
132560,49822,5,430.64
132561,14588,1,217.81
132562,6676,2,282.46
132563,8351,3,242.11
132564,47560,2,340.94
132565,5178,2,448.36
132566,18485,5,393.14
132567,24004,2,320.4
132568,26120,3,308.23
132569,48883,1,169.11
132570,26020,1,98.2
132571,3919,4,270.44
132572,40676,3,148.48
132573,40705,1,293.29
132574,4428,1,226.94
132575,40225,3,113.63
132576,9306,4,62.83
132577,40465,5,41.35
132578,18,4,376.76
132579,38456,3,168.87
132580,14377,2,184.86
132581,10323,5,436.04
132582,17591,4,82.89
132583,27601,2,122.17
132584,6241,2,42.43
132585,33993,3,132.98
132586,18936,2,442.85
132587,45249,5,274.01
132588,42030,3,292.82
132589,10301,1,405.66
132590,13955,4,10.72
132591,27403,5,306.81
132592,24189,4,78.07
132593,44019,1,195.19
132594,48989,1,142.16
132595,18573,1,19.25
132596,46429,5,146.58
132597,30418,2,287.59
132598,35198,5,198.05
132599,28600,3,62.52
132600,14829,3,428.42
132601,14614,5,401.0
132602,49054,1,233.5
132603,16812,3,221.13
132604,8535,2,227.67
132605,35961,4,253.81
132606,25237,4,454.47
132607,25352,2,465.25
132608,36229,4,62.01
132609,46240,4,419.1
132610,6672,2,356.99
132611,26282,2,255.27
132612,22946,1,482.25
132613,18702,1,81.51
132614,12695,2,104.89
132615,24949,5,416.61
132616,10444,4,201.43
132617,28789,1,222.23
132618,16214,1,294.92
132619,22046,5,380.66
132620,13785,4,83.56
132621,24054,5,279.93
132622,48182,2,243.24
132623,40456,2,490.3
132624,22811,4,319.82
132625,26066,3,430.67
132626,37622,3,493.27
132627,39792,2,193.09
132628,3891,2,476.41
132629,5846,5,86.25
132630,7233,4,25.92
132631,46027,2,221.26
132632,47048,5,199.02
132633,36560,3,67.46
132634,29512,1,45.45
132635,49151,2,215.43
132636,36615,1,416.52
132637,12320,2,439.98
132638,39037,4,289.81
132639,33189,3,419.07
132640,28055,3,186.32
132641,26588,5,11.67
132642,20718,1,285.69
132643,44323,1,415.54
132644,19048,2,227.87
132645,41472,3,270.28
132646,47894,4,208.28
132647,49939,1,425.89
132648,8118,2,235.11
132649,34751,5,189.83
132650,33736,5,422.7
132651,37620,3,496.72
132652,42116,5,335.41
132653,33282,3,347.86
132654,1336,3,345.56
132655,594,4,456.85
132656,27001,3,252.79
132657,49072,1,266.31
132658,17437,5,182.87
132659,27654,4,212.94
132660,6582,4,408.63
132661,16556,1,344.03
132662,41156,1,471.84
132663,26042,1,151.4
132664,10288,1,383.08
132665,17143,3,69.37
132666,9824,1,186.07
132667,10045,3,156.18
132668,33307,4,489.03
132669,9630,4,482.49
132670,19749,1,361.38
132671,7794,3,251.07
132672,20623,5,211.96
132673,19429,5,323.7
132674,36005,4,408.05
132675,32763,5,377.08
132676,3252,2,354.46
132677,33806,1,174.74
132678,2329,4,183.56
132679,38421,3,338.58
132680,12462,4,443.77
132681,16732,5,163.99
132682,45943,2,108.7
132683,37847,2,358.72
132684,5388,4,207.21
132685,7896,2,364.46
132686,24095,1,429.54
132687,21142,2,379.9
132688,28024,4,475.38
132689,17993,2,389.33
132690,34508,3,372.84
132691,34373,3,17.47
132692,4766,4,449.89
132693,12690,3,258.2
132694,28221,5,482.86
132695,34582,3,232.58
132696,3111,5,405.42
132697,19044,3,91.13
132698,10266,5,465.53
132699,47165,2,79.08
132700,8009,1,440.52
132701,41599,4,484.33
132702,873,2,199.17
132703,21713,3,128.29
132704,16135,2,150.57
132705,29942,1,308.8
132706,8625,5,496.52
132707,38967,1,72.2
132708,43765,3,366.61
132709,20774,1,170.43
132710,13241,5,303.59
132711,17669,3,40.96
132712,148,5,72.06
132713,4410,1,274.44
132714,3582,3,199.97
132715,21863,2,412.57
132716,15530,1,347.86
132717,26067,5,38.22
132718,48249,2,357.98
132719,37214,4,394.12
132720,22412,3,108.73
132721,10924,3,140.55
132722,15240,1,167.54
132723,41571,4,496.92
132724,8546,4,410.23
132725,32982,2,499.53
132726,30685,1,131.74
132727,27090,1,334.39
132728,29495,3,47.68
132729,14276,5,170.36
132730,25138,4,137.36
132731,20590,2,243.74
132732,24712,3,386.67
132733,27647,2,48.78
132734,46482,4,244.52
132735,14702,3,158.31
132736,1698,1,294.54
132737,9782,1,289.86
132738,354,2,161.63
132739,21224,4,115.1
132740,23655,5,211.99
132741,19781,1,491.89
132742,30484,4,459.18
132743,45227,2,411.42
132744,37882,5,362.97
132745,23883,5,35.72
132746,16738,2,388.31
132747,29902,5,62.04
132748,21206,1,242.83
132749,11104,3,41.39
132750,44021,5,439.28
132751,28434,3,38.78
132752,48593,5,91.6
132753,16808,3,213.89
132754,27123,5,203.79
132755,43111,1,113.76
132756,49449,3,447.36
132757,42454,4,425.9
132758,20588,2,64.4
132759,1515,2,218.89
132760,41384,2,187.42
132761,11762,1,33.19
132762,38301,4,320.75
132763,19920,3,458.33
132764,18693,1,238.73
132765,28038,1,397.39
132766,19063,4,197.42
132767,6311,4,139.43
132768,39352,5,480.42
132769,39947,2,118.78
132770,7093,5,223.0
132771,35488,3,327.46
132772,39707,2,261.68
132773,29468,1,72.96
132774,14908,3,472.99
132775,14978,4,87.2
132776,20963,1,47.16
132777,29752,5,45.16
132778,7853,1,417.2
132779,15204,3,28.16
132780,26706,2,459.83
132781,35711,1,385.95
132782,7067,4,196.8
132783,37021,2,262.37
132784,41853,4,148.18
132785,38490,4,183.8
132786,11945,5,163.06
132787,12223,1,402.37
132788,27972,5,462.11
132789,37449,1,431.46
132790,20160,1,306.92
132791,6708,2,341.83
132792,48099,3,204.83
132793,33645,5,364.33
132794,20938,2,322.29
132795,38024,4,154.1
132796,6731,3,363.76
132797,31564,2,233.9
132798,24547,2,305.83
132799,42723,1,474.39
132800,35508,3,463.52
132801,27014,2,365.78
132802,30298,3,41.14
132803,22807,2,275.58
132804,94,3,29.14
132805,6526,5,271.03
132806,26168,3,458.1
132807,25770,2,184.98
132808,11878,2,42.24
132809,42346,5,230.91
132810,8385,5,326.47
132811,19764,2,33.82
132812,6054,2,381.47
132813,13565,5,46.11
132814,49293,4,319.93
132815,37865,3,209.25
132816,10068,4,313.82
132817,47004,2,122.13
132818,6117,2,464.31
132819,19473,5,101.92
132820,6372,3,37.47
132821,28134,5,240.34
132822,2272,5,402.09
132823,34610,3,101.65
132824,6952,5,88.38
132825,44905,5,366.46
132826,17543,4,203.3
132827,6896,1,121.65
132828,48171,2,88.22
132829,8738,2,135.44
132830,4739,5,428.64
132831,1186,1,471.69
132832,14700,3,385.98
132833,22595,1,393.76
132834,36316,3,63.77
132835,6279,2,117.65
132836,15010,2,420.69
132837,13932,4,285.26
132838,13224,1,80.86
132839,4653,2,153.89
132840,25064,5,291.7
132841,21489,4,114.92
132842,9056,3,79.91
132843,6972,2,286.2
132844,46147,4,277.1
132845,17840,2,458.56
132846,48726,1,190.98
132847,42195,1,397.84
132848,13078,4,410.61
132849,25792,4,357.1
132850,43630,1,117.79
132851,22296,2,334.44
132852,39543,4,399.46
132853,7238,1,419.77
132854,9524,5,42.54
132855,40611,5,91.49
132856,39091,2,61.48
132857,2795,4,201.36
132858,49946,5,91.16
132859,26067,5,195.08
132860,4951,5,484.48
132861,5732,2,441.62
132862,20361,5,300.72
132863,30888,1,186.77
132864,389,2,401.08
132865,9446,5,362.55
132866,14241,2,142.76
132867,31400,4,246.2
132868,36674,5,426.87
132869,38410,2,418.86
132870,20978,3,307.68
132871,39863,5,315.08
132872,43904,1,355.08
132873,48374,4,158.74
132874,30201,3,31.31
132875,39587,3,210.34
132876,3331,3,427.79
132877,34227,5,436.88
132878,26421,1,296.26
132879,49840,5,175.6
132880,2869,3,400.11
132881,5025,2,466.95
132882,36246,1,476.48
132883,12327,5,178.12
132884,48010,5,110.29
132885,34818,2,77.31
132886,14067,1,184.43
132887,30687,3,414.97
132888,18954,4,235.21
132889,42806,1,75.87
132890,3046,1,419.29
132891,4876,2,351.44
132892,33937,1,327.26
132893,37554,1,394.75
132894,36775,2,181.16
132895,17963,4,460.53
132896,25165,1,86.67
132897,26579,5,64.67
132898,11316,1,445.37
132899,13996,1,482.25
132900,23980,5,104.98
132901,36642,2,143.37
132902,40931,2,259.21
132903,47530,2,56.57
132904,5614,3,255.4
132905,45888,1,490.08
132906,4146,4,381.23
132907,16930,3,292.35
132908,2753,1,197.95
132909,43746,2,372.97
132910,16382,4,63.72
132911,46784,4,78.72
132912,28348,2,54.61
132913,34420,3,262.23
132914,16920,4,312.81
132915,6513,3,441.48
132916,38304,2,45.79
132917,22550,3,389.12
132918,17878,5,389.99
132919,36601,3,407.37
132920,4288,1,290.17
132921,31596,2,124.62
132922,13776,1,125.65
132923,31751,1,127.83
132924,49857,1,204.97
132925,1627,5,235.27
132926,19376,4,197.93
132927,30175,5,177.38
132928,16298,2,412.64
132929,4214,3,340.3
132930,5181,4,159.52
132931,42850,3,363.44
132932,32342,5,20.15
132933,11965,1,405.36
132934,43868,4,329.22
132935,16190,1,216.46
132936,41026,4,288.77
132937,37981,2,111.38
132938,10556,5,371.62
132939,16490,4,83.03
132940,37152,3,169.12
132941,29498,2,242.55
132942,9539,2,463.18
132943,42196,1,42.95
132944,49700,5,245.28
132945,47767,4,63.6
132946,28758,4,468.56
132947,40525,3,245.14
132948,46592,2,392.43
132949,49169,5,418.12
132950,704,5,106.79
132951,11381,4,352.18
132952,29182,4,497.05
132953,3734,3,420.47
132954,41182,1,101.01
132955,44586,3,119.73
132956,46475,3,112.5
132957,3079,3,111.91
132958,34106,5,186.8
132959,45001,1,240.36
132960,16385,2,157.5
132961,44581,5,276.19
132962,48290,4,467.07
132963,43302,1,76.91
132964,39425,4,382.87
132965,45209,2,397.51
132966,32472,1,32.76
132967,44204,2,12.11
132968,7267,3,172.77
132969,10135,2,341.09
132970,197,1,48.49
132971,3620,5,38.83
132972,45475,3,279.56
132973,16313,5,28.28
132974,47128,3,146.53
132975,16073,2,338.44
132976,28360,2,475.03
132977,8241,2,52.34
132978,19180,3,46.41
132979,36469,4,171.1
132980,36098,4,111.5
132981,24048,4,115.5
132982,43351,2,145.97
132983,23011,1,119.95
132984,22570,1,287.73
132985,27876,2,347.72
132986,37477,1,483.45
132987,21920,5,196.95
132988,24122,5,348.45
132989,45269,4,114.25
132990,14356,3,113.17
132991,339,5,470.0
132992,7203,4,376.6
132993,20373,3,113.81
132994,5606,2,442.33
132995,30107,1,256.86
132996,6387,1,150.21
132997,3553,3,371.88
132998,27945,4,381.93
132999,4071,1,245.12
133000,17179,1,465.95
133001,31280,1,111.15
133002,33142,1,278.34
133003,11467,5,14.07
133004,48770,3,262.35
133005,1887,3,416.07
133006,25764,5,14.29
133007,49229,4,476.37
133008,13848,1,312.8
133009,9911,3,286.42
133010,1697,4,283.88
133011,16235,5,217.23
133012,42986,1,103.82
133013,44218,4,135.72
133014,5540,1,480.38
133015,24847,4,146.62
133016,4140,3,190.27
133017,26855,4,65.5
133018,32126,1,223.47
133019,206,3,496.28
133020,22892,4,310.88
133021,46529,3,470.77
133022,47403,1,326.78
133023,33484,3,267.98
133024,42300,3,176.45
133025,7353,4,124.19
133026,16988,5,457.96
133027,31997,3,191.5
133028,30844,2,199.91
133029,23877,3,346.89
133030,8299,5,284.73
133031,41394,5,280.72
133032,7131,2,300.62
133033,6548,3,459.18
133034,15861,1,161.97
133035,36436,2,339.83
133036,10872,4,499.91
133037,5380,1,164.62
133038,39157,2,36.57
133039,3570,1,129.37
133040,43817,1,28.22
133041,6786,2,114.15
133042,14370,1,20.57
133043,3935,1,464.91
133044,7519,2,32.61
133045,3753,2,220.5
133046,27260,3,326.56
133047,11804,3,418.84
133048,43007,4,23.24
133049,44828,5,312.89
133050,2891,1,190.97
133051,8447,1,423.47
133052,8493,2,460.41
133053,25384,2,53.36
133054,16241,2,161.45
133055,40464,5,88.77
133056,26189,3,301.61
133057,17930,1,184.3
133058,19118,2,262.79
133059,37545,5,163.18
133060,42980,5,139.81
133061,3125,4,117.75
133062,34472,3,411.38
133063,6870,3,21.26
133064,29007,1,488.3
133065,32699,2,403.66
133066,10545,3,96.87
133067,23000,5,466.8
133068,21700,4,151.18
133069,2711,1,310.49
133070,15288,2,354.11
133071,7208,3,203.29
133072,6407,5,454.84
133073,29738,2,20.65
133074,37157,5,132.32
133075,42656,3,463.84
133076,45437,3,254.44
133077,20836,2,277.12
133078,4925,1,272.94
133079,36112,4,126.57
133080,5015,4,308.22
133081,45504,2,57.28
133082,46494,5,358.42
133083,7723,4,155.68
133084,7546,1,357.72
133085,39871,3,279.37
133086,49612,5,144.52
133087,7177,1,244.88
133088,48209,5,256.9
133089,14831,3,492.56
133090,555,1,293.54
133091,25969,4,159.18
133092,37350,5,146.07
133093,18210,1,179.65
133094,36842,5,395.09
133095,25736,1,12.55
133096,44302,4,454.16
133097,16789,1,320.52
133098,9529,3,138.66
133099,20616,3,286.94
133100,46441,5,285.42
133101,19221,4,136.88
133102,12786,4,371.31
133103,3727,5,134.67
133104,49074,5,446.25
133105,42272,2,446.9
133106,28965,3,159.61
133107,6163,5,449.66
133108,3926,4,393.57
133109,35808,4,236.47
133110,1322,3,317.76
133111,36233,2,290.37
133112,6735,2,303.51
133113,44445,2,84.99
133114,7143,5,94.4
133115,22456,2,325.5
133116,20908,5,99.39
133117,36956,4,38.94
133118,8729,5,270.01
133119,18353,1,77.02
133120,16680,3,290.93
133121,28047,4,43.18
133122,23626,3,389.73
133123,8269,3,88.08
133124,29875,4,213.89
133125,10168,4,447.76
133126,47916,2,287.01
133127,30832,3,312.87
133128,44033,2,301.33
133129,20236,5,97.94
133130,5819,4,180.89
133131,14876,3,435.46
133132,15487,2,76.06
133133,21265,1,204.28
133134,23701,2,113.88
133135,10096,3,144.92
133136,3341,5,21.22
133137,15081,3,266.35
133138,32837,3,132.44
133139,38212,2,84.87
133140,47440,4,449.78
133141,4763,1,92.58
133142,4786,1,105.36
133143,44251,3,307.97
133144,30309,1,147.99
133145,21949,4,75.22
133146,40450,3,380.51
133147,19699,1,25.35
133148,27914,2,298.41
133149,25524,1,132.49
133150,30536,1,212.71
133151,13314,4,119.8
133152,22161,4,381.43
133153,4566,5,14.02
133154,45694,3,73.08
133155,3668,3,473.67
133156,35355,1,445.4
133157,2168,3,120.76
