record_id,campaign_id,impressions,conversions
45539,1,6379,282
45540,4,3684,1133
45541,2,5051,402
45542,4,673,573
45543,1,7171,1753
45544,2,2911,898
45545,2,4866,1055
45546,4,9129,1615
45547,4,7132,872
45548,1,1580,1149
45549,4,8366,1098
45550,3,6664,1287
45551,2,9998,1572
45552,2,8045,358
45553,1,8805,1478
45554,2,8228,1220
45555,4,4309,391
45556,1,1901,1591
45557,2,1436,273
45558,2,6678,1117
45559,1,9382,1594
45560,1,1843,878
45561,4,1738,1914
45562,2,9022,379
45563,3,5337,1644
45564,4,2949,1643
45565,1,5768,1168
45566,4,7319,773
45567,1,9123,585
45568,3,6113,1707
45569,2,281,1242
45570,1,617,590
45571,4,9547,1519
45572,3,4521,1530
45573,4,1328,745
45574,2,8901,1537
45575,1,1651,1039
45576,4,8197,1415
45577,4,7604,364
45578,2,1287,1806
45579,1,8715,1845
45580,4,4149,144
45581,1,6454,253
45582,4,2789,833
45583,2,2020,626
45584,3,667,1590
45585,4,5756,919
45586,1,2756,1163
45587,1,493,247
45588,2,7193,1283
45589,3,218,792
45590,3,8911,1276
45591,1,5612,109
45592,4,9239,1264
45593,4,2123,651
45594,4,7383,1829
45595,1,4053,1453
45596,4,7988,1862
45597,2,9742,1420
45598,3,2757,1512
45599,3,6000,1550
45600,1,1541,1847
45601,2,4918,1469
45602,4,8179,1963
45603,3,8478,659
45604,3,6268,251
45605,2,9376,1897
45606,2,7654,775
45607,3,4380,1281
45608,3,3730,1225
45609,4,1514,1698
45610,2,401,1712
45611,3,1387,765
45612,2,666,1378
45613,2,7695,1005
45614,3,2117,1597
45615,3,1386,645
45616,4,4182,417
45617,3,1289,1682
45618,2,9916,1683
45619,4,4737,1820
45620,3,3661,231
45621,4,3358,861
45622,1,6153,537
45623,3,4464,1902
45624,1,512,1124
45625,1,9129,1032
45626,2,8733,1046
45627,1,6739,175
45628,2,3722,762
45629,3,4470,63
45630,4,1375,929
45631,4,5201,412
45632,1,3198,1126
45633,2,7059,1847
45634,3,8279,92
45635,3,786,960
45636,2,5983,1803
45637,4,1494,1269
45638,4,1060,412
45639,1,6692,1587
45640,1,8892,1723
45641,1,9314,972
45642,1,6261,1529
45643,3,539,372
45644,2,3844,575
45645,1,4544,210
45646,1,7113,696
45647,4,3535,1766
45648,1,3937,82
45649,4,9007,1537
45650,1,1853,1640
45651,2,3579,1217
45652,1,8830,911
45653,2,4930,1009
45654,2,357,1529
45655,3,3952,355
45656,4,8369,1007
45657,3,5839,109
45658,1,7841,854
45659,2,6774,611
45660,4,3355,1470
45661,3,9813,1592
45662,4,5084,483
45663,3,3948,275
45664,1,9441,899
45665,1,7096,1777
45666,1,8793,1626
45667,1,7818,951
45668,4,3228,1159
45669,3,4565,939
45670,2,8350,559
45671,2,3733,247
45672,4,4762,613
45673,3,196,596
45674,1,346,1472
45675,2,9433,1153
45676,4,810,1292
45677,3,2938,33
45678,4,2173,1695
45679,2,1398,986
45680,2,3794,338
45681,1,865,1811
45682,3,6049,182
45683,1,8241,1225
45684,4,8399,845
45685,1,3977,1066
45686,2,2478,609
45687,4,6555,943
45688,2,6976,232
45689,4,5448,1091
45690,2,3063,1845
45691,1,9133,1396
45692,4,8556,1926
45693,4,6801,1718
45694,2,5041,1269
45695,4,3551,1510
45696,3,3370,1880
45697,1,3577,1307
45698,3,6192,145
45699,1,1204,380
45700,4,1121,1732
45701,2,4606,561
45702,3,4547,1080
45703,2,2622,721
45704,4,2225,372
45705,3,976,1951
45706,4,8156,1442
45707,2,3866,1955
45708,3,1161,1019
45709,1,5653,1205
45710,2,3849,407
45711,2,456,622
45712,3,3302,1389
45713,3,4801,351
45714,1,9585,407
45715,3,7271,1596
45716,3,3989,1828
45717,1,4498,709
45718,4,4893,302
45719,1,4282,1591
45720,1,6339,1830
45721,3,4043,1157
45722,1,7226,1347
45723,4,6940,226
45724,4,834,712
45725,4,7921,330
45726,2,8851,1654
45727,2,2080,964
45728,2,3775,430
45729,1,116,440
45730,4,8311,936
45731,4,828,733
45732,2,7835,1335
45733,1,6002,1371
45734,1,9237,1387
45735,3,2223,142
45736,4,1521,643
45737,2,6275,1200
45738,1,8950,147
45739,4,5491,1380
45740,2,1037,39
45741,3,7103,1061
45742,3,7824,399
45743,1,1233,1694
45744,4,9891,1830
45745,1,4766,1040
45746,2,3636,978
45747,1,3146,1029
45748,4,2924,742
45749,4,4811,1236
45750,2,796,620
45751,2,383,1432
45752,2,5168,865
45753,1,3440,1915
45754,4,2043,1393
45755,3,5044,86
45756,3,2622,1722
45757,2,429,323
45758,2,5774,1003
45759,3,5799,687
45760,4,6271,1070
45761,2,4468,1569
45762,1,4003,1759
45763,2,3631,1161
45764,1,10000,973
45765,4,1478,1393
45766,3,7464,377
45767,1,6638,1298
45768,1,5816,1595
45769,1,2898,53
45770,1,8490,26
45771,1,7506,665
45772,2,9866,984
45773,2,7063,1463
45774,3,3380,22
45775,2,6099,1240
45776,4,8853,743
45777,4,7124,1661
45778,1,7726,1241
45779,4,7089,1821
45780,3,2901,1050
45781,3,5871,1129
45782,2,7647,1198
45783,3,2268,1179
45784,4,2218,574
45785,3,6007,1690
45786,3,2384,1862
45787,3,2222,363
45788,2,4637,1099
45789,2,7912,337
45790,1,2741,478
45791,3,7290,1853
45792,1,7630,1577
45793,2,5587,1379
45794,4,9514,487
45795,2,5643,1973
45796,3,9856,1192
45797,3,8160,105
45798,4,8195,614
45799,1,2645,914
45800,4,7409,1995
45801,2,2554,724
45802,3,8543,1148
45803,2,5399,1811
45804,1,6688,1888
45805,1,433,1596
45806,2,3545,754
45807,2,6757,964
45808,4,4987,954
45809,3,186,287
45810,4,4632,1506
45811,2,1774,385
45812,3,6999,95
45813,3,7354,1187
45814,3,7728,1701
45815,2,9679,259
45816,1,9537,322
45817,2,1573,1808
45818,3,3672,1044
45819,3,8244,542
45820,3,4398,903
45821,1,2469,121
45822,2,1996,292
45823,4,3418,1697
45824,3,1774,921
45825,1,3193,1123
45826,3,7937,1758
45827,3,1640,1689
45828,3,6400,753
45829,4,1893,149
45830,3,1168,73
45831,1,9130,754
45832,4,5186,150
45833,1,5750,1898
45834,2,6643,1340
45835,2,7041,784
45836,4,4017,1603
45837,2,6172,882
45838,2,1305,197
45839,1,4703,1022
45840,4,4430,862
45841,4,1877,1419
45842,4,7347,1340
45843,2,1992,1817
45844,4,2601,1061
45845,1,4317,1882
45846,4,2244,1209
45847,4,1276,1219
45848,3,6586,1781
45849,4,8525,1584
45850,4,724,656
45851,1,2495,1725
45852,2,9853,951
45853,1,8357,85
45854,3,2494,1695
45855,2,1400,268
45856,3,7228,380
45857,4,7787,1942
45858,2,4797,1630
45859,4,1308,884
45860,4,6797,461
45861,1,1339,1694
45862,1,8282,281
45863,3,7353,1054
45864,1,9622,164
45865,4,7133,1291
45866,3,8216,69
45867,1,3157,1945
45868,4,8753,1931
45869,1,2065,599
45870,3,9632,1060
45871,1,4386,55
45872,2,7649,220
45873,4,9531,275
45874,2,2232,1747
45875,4,3929,1033
45876,1,5414,527
45877,3,5159,709
45878,3,686,712
45879,3,7368,1692
45880,3,6792,1222
45881,3,9339,130
45882,4,914,650
45883,1,3930,365
45884,1,3933,1051
45885,3,8276,276
45886,3,7718,181
45887,1,9443,448
45888,2,5515,1315
45889,1,5073,187
45890,1,7788,1129
45891,2,1326,1707
45892,1,1834,1729
45893,3,4150,1108
45894,1,5479,506
45895,4,7198,1694
45896,4,5254,896
45897,2,2156,303
45898,4,5709,308
45899,2,5363,781
45900,3,2042,1057
45901,3,8276,1192
45902,1,8229,1300
45903,4,5625,955
45904,3,1411,1025
45905,2,7716,1944
45906,1,1284,226
45907,1,9160,1580
45908,2,3893,777
45909,3,9455,35
45910,2,3968,1147
45911,1,3977,487
45912,4,7071,1287
45913,2,4397,676
45914,2,764,1199
45915,4,3571,358
45916,3,5072,124
45917,3,5020,11
45918,3,6206,1646
45919,1,1295,1510
45920,1,2945,1449
45921,2,2092,1806
45922,3,6471,1263
45923,4,8210,294
45924,3,6392,1976
45925,1,1645,1131
45926,1,3887,1911
45927,3,3547,1957
45928,4,9601,1806
45929,4,4801,405
45930,2,9110,654
45931,2,3925,387
45932,1,991,1823
45933,3,2737,541
45934,1,9734,108
45935,1,7775,394
45936,2,654,1730
45937,3,2304,1710
45938,1,9801,948
45939,1,2036,504
45940,1,5066,701
45941,3,1837,885
45942,3,6786,1702
45943,4,4721,670
45944,4,4689,1676
45945,3,8619,707
45946,2,5596,503
45947,1,3842,1911
45948,4,2466,368
45949,4,6394,643
45950,4,8911,1398
45951,1,7640,1635
45952,1,6344,1193
45953,2,3766,169
45954,4,2645,1096
45955,2,1259,1672
45956,3,6745,583
45957,2,3634,1390
45958,1,6816,1940
45959,2,2755,1942
45960,4,4107,51
45961,4,1528,1602
45962,3,7545,1022
45963,2,9532,737
45964,2,2066,613
45965,1,2749,1994
45966,4,3238,1081
45967,1,1569,1364
45968,2,6271,1999
45969,1,1470,677
45970,3,122,546
45971,1,9118,1840
45972,2,3874,1027
45973,2,4192,1449
45974,3,7827,1616
45975,4,5973,1016
45976,2,6247,681
45977,1,7340,899
45978,2,8788,200
45979,4,9480,1425
45980,4,4400,1841
45981,2,2817,1529
45982,2,8251,935
45983,2,8844,1272
45984,1,9223,392
45985,2,4380,414
45986,2,3997,506
45987,4,3319,1139
45988,4,3560,967
45989,4,9897,1677
45990,1,5757,802
45991,3,8483,588
45992,3,3399,1504
45993,4,6607,344
45994,3,969,1324
45995,1,9927,1612
45996,3,577,1031
45997,2,1608,366
45998,3,9436,1648
45999,2,727,1147
46000,1,1246,1841
46001,3,8279,1818
46002,3,1177,197
46003,1,8014,193
46004,3,2990,1375
46005,4,5760,657
46006,3,8061,322
46007,2,5052,318
46008,4,2878,1310
46009,4,2885,843
46010,3,8889,624
46011,3,1518,1229
46012,1,5120,219
46013,3,9093,1634
46014,3,4341,380
46015,2,7197,335
46016,4,1997,509
46017,1,542,26
46018,2,9716,390
46019,1,8188,1574
46020,4,3981,536
46021,4,861,980
46022,3,8306,618
46023,2,6633,1284
46024,1,7866,1767
46025,2,9311,1284
46026,4,5438,976
46027,1,8871,1203
46028,4,8834,1565
46029,3,9386,809
46030,2,522,1897
46031,2,9612,1168
46032,4,413,1779
46033,1,9823,934
46034,1,6351,345
46035,4,8501,1126
46036,3,1361,786
46037,1,5768,1914
46038,3,7278,1025
46039,2,5213,1439
46040,4,6320,1921
46041,3,2329,108
46042,2,8068,837
46043,3,8121,1618
46044,2,2154,695
46045,1,9815,1977
46046,1,9264,1422
46047,4,7155,1052
46048,4,6785,1486
46049,1,7649,454
46050,3,3926,1075
46051,2,5421,796
46052,1,1129,1504
46053,2,3259,1130
46054,1,1351,457
46055,2,4954,1125
46056,4,4019,1339
46057,3,3446,1534
46058,2,4665,535
46059,3,7272,159
46060,2,8993,830
46061,2,1829,1340
46062,1,2307,1871
46063,3,678,96
46064,2,8035,601
46065,1,197,732
46066,3,985,1641
46067,3,6461,233
46068,2,1464,1380
46069,2,4461,1513
46070,2,233,460
46071,2,4543,1420
46072,2,818,1362
46073,4,4836,1664
46074,4,8811,159
46075,1,6944,968
46076,1,3605,1494
46077,2,6753,1626
46078,4,3370,1606
46079,3,1900,1762
46080,3,1570,96
46081,2,8211,890
46082,2,2385,23
46083,3,2515,807
46084,1,581,365
46085,2,1739,414
46086,1,4794,654
46087,2,6643,1170
46088,1,3546,797
46089,3,6798,156
46090,4,7784,344
46091,4,1914,946
46092,3,2707,576
46093,3,5384,1591
46094,4,4817,1091
46095,1,6562,1937
46096,1,8751,565
46097,4,1456,692
46098,4,8096,1854
46099,4,9720,1771
46100,4,5104,1717
46101,3,4257,1300
46102,1,3721,1313
46103,4,8189,480
46104,3,5208,1503
46105,1,2645,1800
46106,2,3682,1108
46107,2,4361,598
46108,2,6403,531
46109,4,4728,1224
46110,3,2729,1778
46111,4,5755,1723
46112,4,8908,1568
46113,3,9270,1687
46114,4,6002,1999
46115,2,5118,730
46116,4,8315,444
46117,1,6247,315
46118,2,7868,1578
46119,3,4901,1500
46120,4,4509,1483
46121,2,2419,1405
46122,3,1985,1261
46123,3,7820,524
46124,4,3291,676
46125,1,7209,1089
46126,4,7832,1232
46127,1,3149,325
46128,2,5717,231
46129,2,6938,1595
46130,1,146,1603
46131,2,2197,1923
46132,1,3128,297
46133,1,341,1611
46134,3,8614,1135
46135,2,1063,466
46136,1,9023,308
46137,1,6123,72
46138,4,9816,167
46139,1,5252,1318
46140,1,8055,1031
46141,3,8349,1525
46142,1,4478,1724
46143,1,2259,1810
46144,2,261,646
46145,2,6123,1313
46146,1,7589,831
46147,2,9230,10
46148,3,6896,648
46149,3,4626,884
46150,3,5313,136
46151,1,4215,1383
46152,2,7824,812
46153,4,3546,1407
46154,3,5329,473
46155,4,4118,774
46156,2,5306,452
46157,2,1818,1531
46158,3,6658,1485
46159,4,885,1836
46160,2,441,1738
46161,2,407,1757
46162,1,1371,481
46163,3,1475,1871
46164,3,6253,153
46165,2,6595,1472
46166,2,7592,431
46167,3,2171,86
46168,4,6538,612
46169,3,8269,681
46170,4,8261,99
46171,2,3299,1592
46172,4,3370,411
46173,3,2309,496
46174,3,1699,1058
46175,2,5130,251
46176,1,4983,1948
46177,3,5780,1217
46178,4,6951,1783
46179,3,7276,1153
46180,2,4488,159
46181,3,7450,176
46182,2,7071,1515
46183,4,3598,488
46184,1,7195,227
46185,1,7314,1373
46186,3,7819,832
46187,4,4657,1123
46188,1,8017,150
46189,3,7930,549
46190,1,5152,158
46191,2,7064,1390
46192,1,212,1163
46193,3,6927,880
46194,2,602,85
46195,4,7965,1110
46196,4,5588,109
46197,2,8996,1849
46198,1,8708,486
46199,4,9267,1862
46200,4,2376,1818
46201,2,134,1547
46202,1,5822,1423
46203,3,6503,744
46204,2,1202,1735
46205,1,2266,1244
46206,4,8075,588
46207,4,5371,792
46208,3,7919,932
46209,4,4904,801
46210,3,1418,1191
46211,2,8978,717
46212,1,6594,1914
46213,3,8601,429
46214,2,3863,389
46215,1,4501,1891
46216,2,4440,1123
46217,4,7212,25
46218,1,1451,241
46219,4,2212,710
46220,3,5104,642
46221,4,7978,1210
46222,4,3634,931
46223,1,828,701
46224,1,4852,1801
46225,2,6750,1138
46226,4,7917,595
46227,1,6013,1046
46228,4,8176,1192
46229,2,4261,108
46230,3,1579,757
46231,4,6471,523
46232,3,5908,34
46233,2,7955,273
46234,3,2382,1642
46235,2,7533,1196
46236,3,7491,625
46237,1,7134,825
46238,1,1637,1519
46239,1,5021,732
46240,4,2930,178
46241,3,7045,1222
46242,3,4226,273
46243,4,5157,719
46244,1,2236,459
46245,1,144,1841
46246,1,635,1869
46247,2,5821,1557
46248,4,1710,1772
46249,4,7201,453
46250,2,6733,190
46251,4,3012,1332
46252,3,5021,1064
46253,4,8172,1909
46254,4,9870,147
46255,1,7075,571
46256,1,5130,440
46257,1,9840,1028
46258,1,1034,1816
46259,4,784,1318
46260,2,5653,1289
46261,2,4416,1372
46262,3,8098,1491
46263,1,3404,633
46264,1,3526,1686
46265,4,6753,481
46266,3,2002,1806
46267,1,742,439
46268,3,5652,311
46269,2,3425,870
46270,4,2197,1668
46271,2,1724,1806
46272,3,6616,566
46273,4,9705,1772
46274,4,7375,1018
46275,1,1615,1059
46276,2,3636,804
46277,2,7748,209
46278,1,1456,521
46279,4,7693,517
46280,1,3061,518
46281,3,7490,837
46282,1,7659,1409
46283,2,2280,1492
46284,2,5444,1312
46285,4,3715,131
46286,4,6231,1213
46287,2,9341,1470
46288,3,2156,1961
46289,2,4263,1527
46290,3,5225,730
46291,4,4555,1893
46292,3,6574,761
46293,4,6772,1004
46294,2,5740,959
46295,3,5579,80
46296,2,2426,1511
46297,2,9699,1929
46298,2,8429,375
46299,2,6612,830
46300,4,3290,958
46301,3,1926,996
46302,2,8667,1675
46303,2,8275,1265
46304,1,2696,539
46305,4,6524,64
46306,2,1416,1562
46307,3,4225,1819
46308,3,8920,1256
46309,1,9641,1436
46310,1,7391,1768
46311,2,1718,1758
46312,3,6741,1053
46313,1,8152,107
46314,2,6783,1216
46315,3,6855,53
46316,1,8587,776
46317,1,7289,1955
46318,1,1196,1556
46319,1,7362,591
46320,4,1567,274
46321,1,2258,193
46322,3,1489,1509
46323,3,916,338
46324,2,426,190
46325,1,2240,1465
46326,2,1721,1949
46327,4,6716,481
46328,3,9484,168
46329,1,5383,965
46330,2,349,1742
46331,3,9210,260
46332,1,9553,264
46333,3,5869,766
46334,3,305,1511
46335,4,3595,1384
46336,2,7277,104
46337,1,248,1852
46338,4,1268,964
46339,3,9203,138
46340,4,366,1218
46341,2,931,1557
46342,1,6089,1011
46343,1,474,574
46344,1,4668,1692
46345,2,5828,870
46346,4,6006,204
46347,4,4752,589
46348,4,2982,1410
46349,2,2297,609
46350,1,1057,984
46351,4,7872,1812
46352,1,3332,1978
46353,2,2300,378
46354,3,2348,1049
46355,1,5109,1396
46356,2,3479,314
46357,2,1642,333
46358,3,5234,1209
46359,4,9361,64
46360,4,3520,1895
46361,4,6483,1157
46362,3,568,710
46363,4,4052,705
46364,4,379,66
46365,2,6870,426
46366,4,7503,50
46367,4,8694,1451
46368,1,4559,1015
46369,3,9383,191
46370,3,7219,628
46371,1,3587,82
46372,1,1430,1615
46373,4,976,469
46374,2,3612,1327
46375,3,6733,83
46376,4,9761,1932
46377,4,9144,394
46378,1,4864,1656
46379,2,8929,1914
46380,2,1776,1879
46381,3,3065,1318
46382,2,8720,1976
46383,3,4857,1449
46384,2,3376,1410
46385,1,5992,1861
46386,3,3130,540
46387,2,5607,42
46388,4,7739,146
46389,1,5742,903
46390,3,3313,1332
46391,3,9619,245
46392,3,4431,78
46393,1,3066,1413
46394,1,5880,549
46395,1,3779,921
46396,3,3672,728
46397,4,4253,1773
46398,1,7282,215
46399,4,4369,331
46400,4,5025,563
46401,2,7880,77
46402,1,3403,627
46403,3,1872,953
46404,2,8134,1559
46405,2,3424,1601
46406,4,9699,42
46407,1,153,1874
46408,3,7122,836
46409,2,3535,575
46410,1,7028,814
46411,3,5806,554
46412,4,1405,1904
46413,2,8984,1625
46414,1,1802,1608
46415,1,5885,501
46416,4,2258,1466
46417,1,2372,1521
46418,4,5434,1691
46419,3,4377,751
46420,2,7150,1764
46421,3,3093,255
46422,2,9005,1561
46423,1,6243,1345
46424,1,6667,1247
46425,3,9644,434
46426,2,6116,222
46427,2,4390,1678
46428,4,5490,659
46429,1,2919,1300
46430,2,1173,1764
46431,3,7619,1008
46432,2,4746,1438
46433,2,7138,1802
46434,1,6269,1220
46435,4,2525,1013
46436,3,9807,1739
46437,2,8908,1370
46438,4,7942,711
46439,2,1571,1689
46440,3,8996,1069
46441,4,9255,191
46442,4,6288,953
46443,4,274,1514
46444,2,4739,1468
46445,4,8469,292
46446,4,6038,293
46447,3,3193,1393
46448,3,2083,602
46449,4,8954,1889
46450,3,5446,747
46451,1,2154,279
46452,2,7704,1068
46453,2,858,752
46454,4,9627,768
46455,2,9289,1651
46456,4,8267,1286
46457,2,8749,571
46458,2,682,1943
46459,1,2892,1951
46460,3,7414,145
46461,2,6292,787
46462,1,6666,88
46463,1,2448,1753
46464,2,8949,1564
46465,3,7306,1200
46466,3,3920,818
46467,2,5104,1146
46468,3,8113,798
46469,2,5893,868
46470,2,2008,254
46471,2,1815,1107
46472,4,8988,687
46473,1,4997,34
46474,1,8735,656
46475,4,7743,1757
46476,2,4516,1487
46477,2,2346,1369
46478,4,554,1170
46479,3,2217,1075
46480,2,9824,1488
46481,3,7084,745
46482,2,7164,1941
46483,3,9911,1192
46484,4,8647,1788
46485,3,3562,1386
46486,4,3136,1465
46487,4,7542,273
46488,4,3877,1451
46489,2,1905,1492
46490,2,6384,1881
46491,3,1969,358
46492,1,3899,785
46493,4,6851,1578
46494,1,899,1555
46495,4,911,1144
46496,4,7010,1718
46497,2,345,217
46498,1,6254,653
46499,2,3947,415
46500,1,3853,1598
46501,2,8171,487
46502,4,2417,256
46503,1,2432,952
46504,4,2153,604
46505,4,9060,68
46506,3,5973,456
46507,1,1143,374
46508,2,9291,229
46509,1,3924,1045
46510,1,6438,79
46511,3,6893,399
46512,3,7165,1880
46513,1,7963,1189
46514,2,1892,551
46515,4,2321,1576
46516,3,9172,544
46517,1,2502,56
46518,4,3734,1385
46519,3,2345,310
46520,2,9485,1473
46521,2,3666,1091
46522,3,5810,1622
46523,1,8864,1668
46524,2,2714,1914
46525,1,4984,1409
46526,4,9034,798
46527,2,2625,239
46528,2,8728,1257
46529,2,5560,1448
46530,2,5788,577
46531,4,3914,497
46532,4,9036,915
46533,2,5781,1552
46534,2,393,825
46535,1,6173,111
46536,1,177,94
46537,2,945,439
46538,3,399,1442
46539,4,8408,1022
46540,1,6722,1636
46541,2,1658,1935
46542,3,2351,110
46543,1,682,1589
46544,3,3614,1525
46545,3,4052,1657
46546,1,1212,1767
46547,1,2790,69
46548,2,4642,1781
46549,3,3303,1769
46550,2,882,384
46551,1,9561,1756
46552,1,7187,921
46553,3,7176,1341
46554,1,5184,17
46555,4,5881,332
46556,1,1793,1182
46557,1,1580,1979
46558,1,4082,694
46559,3,4936,1492
46560,3,1818,239
46561,4,4248,1362
46562,1,9158,1234
46563,1,1146,1249
46564,3,132,1701
46565,4,9395,1558
46566,1,8787,854
46567,1,6340,1665
46568,3,8721,1109
46569,3,3030,1466
46570,3,1110,1432
46571,3,703,580
46572,1,331,384
46573,2,2247,418
46574,2,7267,397
46575,4,2482,1413
46576,2,4193,209
46577,4,8960,1554
46578,1,846,618
46579,2,9169,1610
46580,3,7922,702
46581,4,5570,1933
46582,4,1882,217
46583,4,3125,506
46584,3,7844,1455
46585,3,7544,36
46586,1,5983,795
46587,1,4834,1406
46588,4,7164,1657
46589,3,7530,1286
46590,2,8136,443
46591,1,6568,978
46592,4,200,1749
46593,1,5752,1283
46594,4,6075,1365
46595,2,4012,1348
46596,2,2023,1865
46597,2,6295,14
46598,2,9190,1793
46599,3,2007,1185
46600,2,806,857
46601,2,1561,920
46602,2,1757,62
46603,3,6333,744
46604,1,2020,157
46605,3,5320,85
46606,2,7741,1020
46607,2,9297,1264
46608,1,2459,1669
46609,1,4421,87
46610,2,6506,675
46611,4,8177,1714
46612,1,5503,1353
46613,4,922,1838
46614,2,1779,794
46615,3,3884,881
46616,3,1784,136
46617,4,4584,1391
46618,2,9203,1842
46619,4,6676,1043
46620,4,2666,1835
46621,1,1989,1141
46622,3,2439,226
46623,3,5771,1630
46624,2,2063,1578
46625,2,3417,1065
46626,1,1898,1335
46627,2,6509,452
46628,3,5978,1959
46629,2,1699,341
46630,3,9921,547
46631,1,512,665
46632,3,6424,1277
46633,3,3975,357
46634,3,7218,482
46635,4,4848,301
46636,1,5826,931
46637,3,4506,1627
46638,1,9893,582
46639,3,3526,1615
46640,2,8447,1740
46641,2,9465,511
46642,2,3757,354
46643,4,3505,1321
46644,2,450,1079
46645,2,3917,1431
46646,3,4887,1001
46647,4,9115,1724
46648,1,2131,1398
46649,4,363,123
46650,1,7672,1962
46651,3,6979,744
46652,1,5988,267
46653,4,291,149
46654,2,840,94
46655,1,4806,542
46656,4,1544,1484
46657,1,2815,1610
46658,4,2017,1994
46659,1,2536,1476
46660,1,9924,1906
46661,3,7599,718
46662,1,7988,1248
46663,1,1832,1137
46664,3,8860,523
46665,1,5806,1099
46666,3,6312,892
46667,2,906,1482
46668,3,9595,911
46669,1,1641,1915
46670,1,603,1820
46671,1,1524,1041
46672,4,3149,1075
46673,3,6203,1720
46674,2,2691,69
46675,2,9220,1930
46676,3,4221,1137
46677,2,5683,1942
46678,2,3861,1235
46679,2,3049,973
46680,2,1662,1727
46681,1,1296,136
46682,3,2493,643
46683,3,2801,1621
46684,2,5430,961
46685,1,8399,1718
46686,2,4200,419
46687,3,8808,1629
46688,1,8548,39
46689,3,9884,1592
46690,3,2121,591
46691,3,1125,643
46692,1,9158,1439
46693,3,5758,642
46694,3,5286,1784
46695,2,828,1475
46696,1,2764,737
46697,3,1603,1352
46698,2,1482,1350
46699,4,9592,991
46700,3,6538,140
46701,1,1872,320
46702,4,2126,1214
46703,1,781,1945
46704,1,420,1769
46705,4,6039,1252
46706,4,1489,812
46707,1,2302,1639
46708,2,3681,1320
46709,1,8097,1881
46710,1,5210,16
46711,2,796,629
46712,2,5062,370
46713,2,7242,1336
46714,3,9093,675
46715,1,180,67
46716,3,8684,762
46717,3,5748,1170
46718,4,6967,1371
46719,4,1919,270
46720,2,515,1998
46721,3,8474,1215
46722,4,5760,484
46723,1,6802,607
46724,2,4695,1905
46725,1,497,353
46726,4,5393,1792
46727,2,8461,1687
46728,2,7360,1280
46729,3,3354,658
46730,3,8848,620
46731,3,4054,1791
46732,4,7331,385
46733,2,3165,1095
46734,3,3676,1192
46735,2,1333,1792
46736,1,1948,1727
46737,3,2466,171
46738,4,3812,969
46739,4,9878,1613
46740,2,8178,1871
46741,2,1435,1444
46742,3,2727,1929
46743,1,8773,1174
46744,3,7611,794
46745,1,1870,1670
46746,1,8427,1744
46747,4,237,164
46748,1,5933,852
46749,2,4744,204
46750,1,6259,478
46751,2,6559,16
46752,3,7449,1790
46753,4,6836,463
46754,1,8544,939
46755,4,3819,1075
46756,1,117,1169
46757,4,6144,298
46758,3,8148,644
46759,1,5359,1675
46760,2,711,1858
46761,2,3326,1504
46762,4,7228,236
46763,2,6010,1553
46764,4,7602,760
46765,1,5910,1904
46766,3,4392,350
46767,2,2583,1107
46768,3,1070,1040
46769,4,7192,1162
46770,1,496,1598
46771,3,1903,587
46772,2,1218,1766
46773,3,2983,1452
46774,1,9007,1182
46775,1,3140,1123
46776,1,9507,568
46777,4,7002,1857
46778,2,8668,778
46779,2,393,64
46780,2,5317,1041
46781,4,4607,1025
46782,4,7998,1734
46783,3,1913,874
46784,1,718,911
46785,3,3855,954
46786,3,5670,15
46787,3,4271,521
46788,3,4341,1715
46789,4,5417,1809
46790,1,4779,672
46791,3,7687,1486
46792,2,9445,1322
46793,2,1251,599
46794,2,6686,1595
46795,1,6200,1696
46796,4,561,1411
46797,4,5331,1675
46798,1,2664,1349
46799,4,1891,254
46800,4,1812,741
46801,2,1971,992
46802,3,845,1826
46803,1,9211,1648
46804,2,5147,363
46805,1,5334,1794
46806,3,2093,660
46807,3,9345,364
46808,3,4997,875
46809,4,8753,1512
46810,4,805,1918
46811,1,4683,240
46812,4,2133,1109
46813,4,2226,1842
46814,2,2868,930
46815,3,2968,38
46816,3,8030,158
46817,3,7355,1320
46818,3,1276,572
46819,2,457,997
46820,3,2757,1390
46821,1,9406,1538
46822,1,3133,1521
46823,4,6150,1628
46824,2,7251,1810
46825,2,1276,233
46826,3,6841,635
46827,1,7021,407
46828,3,944,247
46829,4,5049,1652
46830,4,9456,1132
46831,2,2438,338
46832,3,6133,285
46833,4,1442,1112
46834,3,1224,1441
46835,4,8377,1153
46836,2,5605,400
46837,3,9805,723
46838,2,4076,353
46839,3,9081,1393
46840,3,8154,1478
46841,2,2444,629
46842,2,4644,200
46843,4,5627,1985
46844,1,5316,1276
46845,4,3081,53
46846,2,4502,1668
46847,2,7397,1419
46848,2,1916,269
46849,1,8806,542
46850,4,5016,95
46851,2,6394,1681
46852,3,3691,1437
46853,2,2703,659
46854,4,7926,1313
46855,4,9767,1713
46856,3,3587,1035
46857,1,5635,1762
46858,2,3001,1243
46859,2,2548,986
46860,1,5157,757
46861,2,396,762
46862,1,5783,577
46863,3,3960,1266
46864,3,9373,1860
46865,1,6739,1617
46866,2,766,1135
46867,2,9686,1723
46868,4,1730,1127
46869,4,2777,824
46870,1,8020,1024
46871,4,7735,1402
46872,4,6649,249
46873,1,5219,1621
46874,2,6554,1789
46875,1,5677,961
46876,4,2676,1454
