customer_id,gender,age,customer_segment
23606,M,35,Family
23607,F,20,Family
23608,F,56,Enterprise
23609,F,52,Family
23610,M,40,Family
23611,M,62,Youth
23612,M,55,Enterprise
23613,M,66,Youth
23614,F,47,Youth
23615,M,22,Premium
23616,F,45,Premium
23617,M,33,Premium
23618,M,37,Enterprise
23619,F,57,Enterprise
23620,M,67,Premium
23621,F,45,Family
23622,F,49,Youth
23623,M,46,Enterprise
23624,F,62,Youth
23625,M,32,Enterprise
23626,F,23,Youth
23627,M,49,Premium
23628,F,18,Family
23629,F,27,Family
23630,F,47,Enterprise
23631,M,31,Enterprise
23632,M,35,Family
23633,F,46,Youth
23634,F,26,Youth
23635,M,30,Family
23636,F,34,Family
23637,M,22,Premium
23638,M,55,Enterprise
23639,F,39,Premium
23640,M,33,Enterprise
23641,F,22,Family
23642,M,60,Enterprise
23643,F,33,Family
23644,F,46,Premium
23645,M,36,Enterprise
23646,M,56,Youth
23647,M,31,Enterprise
23648,M,41,Enterprise
23649,F,43,Enterprise
23650,F,54,Family
23651,F,45,Premium
23652,M,70,Youth
23653,M,49,Premium
23654,F,27,Youth
23655,M,42,Enterprise
23656,M,28,Premium
23657,M,34,Premium
23658,M,53,Enterprise
23659,F,30,Youth
23660,M,55,Family
23661,F,38,Premium
23662,F,26,Premium
23663,F,44,Premium
23664,F,23,Premium
23665,F,31,Family
23666,F,19,Youth
23667,M,33,Enterprise
23668,M,40,Enterprise
23669,M,24,Enterprise
23670,M,56,Enterprise
23671,F,37,Enterprise
23672,F,18,Youth
23673,F,46,Premium
23674,F,48,Enterprise
23675,F,36,Premium
23676,M,20,Enterprise
23677,F,49,Family
23678,F,65,Enterprise
23679,F,59,Youth
23680,F,33,Enterprise
23681,M,33,Enterprise
23682,M,63,Premium
23683,M,39,Premium
23684,M,45,Premium
23685,M,24,Family
23686,F,20,Enterprise
23687,M,67,Family
23688,M,27,Youth
23689,M,26,Youth
23690,F,39,Family
23691,F,22,Enterprise
23692,M,31,Family
23693,F,67,Youth
23694,M,44,Family
23695,M,39,Family
23696,M,24,Enterprise
23697,M,38,Youth
23698,F,61,Family
23699,M,59,Premium
23700,F,24,Family
23701,M,66,Youth
23702,M,48,Premium
23703,F,48,Enterprise
23704,F,56,Youth
23705,M,44,Enterprise
23706,M,24,Youth
23707,M,19,Enterprise
23708,F,44,Youth
23709,F,65,Youth
23710,F,35,Youth
23711,F,55,Family
23712,M,52,Enterprise
23713,M,47,Premium
23714,F,40,Enterprise
23715,M,70,Enterprise
23716,M,20,Enterprise
23717,F,21,Youth
23718,M,65,Premium
23719,M,64,Premium
23720,F,25,Enterprise
23721,M,46,Enterprise
23722,M,63,Enterprise
23723,F,57,Family
23724,F,61,Youth
23725,F,31,Youth
23726,F,51,Enterprise
23727,M,32,Enterprise
23728,F,39,Youth
23729,M,18,Youth
23730,M,53,Enterprise
23731,F,34,Enterprise
23732,F,54,Enterprise
23733,F,18,Family
23734,M,46,Enterprise
23735,M,53,Premium
23736,M,70,Family
23737,M,60,Youth
23738,F,36,Premium
23739,M,33,Premium
23740,M,68,Youth
23741,M,69,Enterprise
23742,M,67,Premium
23743,F,66,Enterprise
23744,F,40,Premium
23745,F,48,Enterprise
23746,F,57,Youth
23747,F,32,Youth
23748,F,39,Youth
23749,M,53,Enterprise
23750,M,60,Family
23751,M,50,Enterprise
23752,M,68,Family
23753,M,51,Family
23754,F,38,Family
23755,M,51,Premium
23756,F,44,Family
23757,M,59,Premium
23758,M,31,Youth
23759,F,24,Family
23760,F,59,Family
23761,M,20,Family
23762,F,29,Youth
23763,F,66,Family
23764,M,19,Family
23765,F,25,Family
23766,M,43,Premium
23767,M,24,Enterprise
23768,M,47,Family
23769,M,36,Youth
23770,M,59,Enterprise
23771,M,39,Enterprise
23772,F,55,Premium
23773,M,61,Youth
23774,F,21,Enterprise
23775,M,49,Family
23776,F,65,Premium
23777,M,38,Premium
23778,M,63,Enterprise
23779,M,30,Premium
23780,M,38,Enterprise
23781,M,56,Youth
23782,M,49,Youth
23783,M,65,Youth
23784,F,60,Enterprise
23785,F,42,Family
23786,M,45,Youth
23787,M,28,Enterprise
23788,M,23,Premium
23789,F,66,Family
23790,M,40,Youth
23791,F,62,Youth
23792,F,19,Youth
23793,M,64,Family
23794,M,60,Youth
23795,F,37,Family
23796,M,69,Youth
23797,M,20,Youth
23798,F,66,Family
23799,F,66,Family
23800,M,67,Youth
23801,F,41,Family
23802,F,22,Family
23803,F,32,Youth
23804,M,43,Premium
23805,F,54,Premium
23806,F,18,Enterprise
23807,M,70,Family
23808,M,29,Youth
23809,M,22,Enterprise
23810,M,64,Family
23811,M,30,Premium
23812,F,44,Family
23813,F,50,Premium
23814,M,22,Premium
23815,M,60,Enterprise
23816,M,44,Premium
23817,F,36,Premium
23818,M,58,Enterprise
23819,F,51,Youth
23820,M,57,Premium
23821,M,42,Family
23822,M,49,Family
23823,F,18,Enterprise
23824,F,30,Youth
23825,M,25,Premium
23826,M,54,Premium
23827,M,61,Youth
23828,F,18,Premium
23829,F,62,Family
23830,F,38,Premium
23831,M,59,Enterprise
23832,M,33,Premium
23833,M,31,Youth
23834,F,31,Youth
23835,M,68,Family
23836,M,57,Enterprise
23837,F,24,Youth
23838,F,59,Family
23839,F,45,Youth
23840,F,61,Family
23841,M,39,Family
23842,F,34,Enterprise
23843,F,32,Premium
23844,F,55,Family
23845,M,55,Enterprise
23846,F,23,Premium
23847,F,40,Enterprise
23848,F,35,Enterprise
23849,M,52,Family
23850,F,64,Youth
23851,M,65,Family
23852,M,35,Premium
23853,M,54,Premium
23854,F,37,Family
23855,M,23,Premium
23856,F,46,Enterprise
23857,M,36,Youth
23858,M,18,Premium
23859,M,59,Premium
23860,F,19,Premium
23861,M,32,Premium
23862,M,44,Youth
23863,F,59,Family
23864,F,31,Enterprise
23865,M,35,Family
23866,F,30,Enterprise
23867,F,64,Family
23868,M,63,Youth
23869,M,40,Premium
23870,M,59,Premium
23871,M,40,Youth
23872,F,69,Enterprise
23873,F,47,Premium
23874,F,36,Family
23875,M,67,Family
23876,M,62,Enterprise
23877,F,67,Premium
23878,M,62,Premium
23879,F,36,Enterprise
23880,M,61,Premium
23881,M,57,Youth
23882,M,41,Premium
23883,F,67,Family
23884,M,27,Youth
23885,M,60,Premium
23886,M,19,Enterprise
23887,F,49,Family
23888,M,25,Youth
23889,F,19,Family
23890,M,25,Family
23891,F,49,Enterprise
23892,M,26,Premium
23893,M,34,Family
23894,F,53,Enterprise
23895,M,41,Youth
23896,F,58,Premium
23897,F,42,Family
23898,F,67,Enterprise
23899,F,54,Youth
23900,M,34,Youth
23901,M,66,Youth
23902,M,61,Family
23903,F,28,Youth
23904,F,42,Premium
23905,F,67,Enterprise
23906,F,26,Family
23907,F,38,Youth
23908,F,50,Premium
23909,M,64,Youth
23910,M,39,Family
23911,F,44,Youth
23912,F,44,Premium
23913,M,20,Premium
23914,F,30,Youth
23915,M,42,Youth
23916,M,30,Family
23917,F,27,Youth
23918,F,29,Enterprise
23919,M,58,Youth
23920,M,64,Premium
23921,F,39,Premium
23922,F,64,Enterprise
23923,F,68,Youth
23924,M,53,Family
23925,F,43,Family
23926,M,64,Family
23927,F,32,Youth
23928,F,70,Premium
23929,M,46,Family
23930,M,33,Premium
23931,F,69,Family
23932,F,38,Youth
23933,M,50,Enterprise
23934,F,30,Youth
23935,M,53,Premium
23936,F,66,Enterprise
23937,M,64,Youth
23938,M,58,Enterprise
23939,M,67,Premium
23940,M,45,Enterprise
23941,F,25,Family
23942,M,42,Youth
23943,M,30,Family
23944,F,28,Enterprise
23945,M,39,Premium
23946,M,50,Youth
23947,M,53,Youth
23948,M,42,Premium
23949,M,47,Premium
23950,M,34,Youth
23951,F,49,Premium
23952,M,59,Enterprise
23953,F,50,Enterprise
23954,M,31,Premium
23955,M,56,Family
23956,F,44,Enterprise
23957,F,26,Premium
23958,F,33,Premium
23959,F,44,Family
23960,F,40,Youth
23961,F,70,Enterprise
23962,F,22,Family
23963,M,41,Enterprise
23964,F,63,Enterprise
23965,M,47,Family
23966,F,45,Premium
23967,F,56,Premium
23968,F,39,Family
23969,M,25,Family
23970,M,22,Enterprise
23971,F,29,Family
23972,F,61,Youth
23973,M,29,Youth
23974,F,44,Enterprise
23975,F,62,Premium
23976,M,23,Premium
23977,M,25,Enterprise
23978,F,51,Youth
23979,M,60,Premium
23980,F,30,Enterprise
23981,M,52,Premium
23982,F,48,Premium
23983,M,58,Enterprise
23984,F,64,Youth
23985,F,46,Premium
23986,M,58,Youth
23987,M,65,Enterprise
23988,F,35,Premium
23989,M,63,Youth
23990,F,65,Youth
23991,M,39,Family
23992,F,50,Premium
23993,F,49,Enterprise
23994,F,49,Youth
23995,F,57,Enterprise
23996,M,58,Family
23997,M,23,Enterprise
23998,F,31,Enterprise
23999,M,24,Premium
24000,M,36,Family
24001,F,62,Youth
24002,M,50,Premium
24003,F,62,Enterprise
24004,M,35,Premium
24005,M,41,Premium
24006,F,69,Enterprise
24007,F,36,Premium
24008,M,65,Family
24009,F,55,Premium
24010,F,22,Youth
24011,F,29,Enterprise
24012,F,65,Family
24013,F,18,Youth
24014,M,62,Youth
24015,M,64,Enterprise
24016,F,52,Youth
24017,F,40,Family
24018,M,39,Enterprise
24019,M,28,Enterprise
24020,F,34,Enterprise
24021,F,20,Enterprise
24022,M,69,Enterprise
24023,F,42,Premium
24024,M,18,Premium
24025,F,28,Premium
24026,F,63,Premium
24027,F,64,Premium
24028,M,53,Youth
24029,F,59,Family
24030,M,46,Premium
24031,M,22,Premium
24032,F,27,Youth
24033,M,63,Premium
24034,F,38,Family
24035,M,45,Premium
24036,F,66,Enterprise
24037,F,23,Enterprise
24038,M,51,Family
24039,F,60,Youth
24040,F,22,Enterprise
24041,F,46,Family
24042,F,42,Family
24043,F,42,Enterprise
24044,F,20,Youth
24045,M,33,Enterprise
24046,F,51,Enterprise
24047,F,31,Youth
24048,M,49,Enterprise
24049,M,62,Enterprise
24050,M,51,Family
24051,F,66,Enterprise
24052,F,25,Family
24053,F,41,Premium
24054,M,19,Family
24055,M,43,Youth
24056,M,30,Enterprise
24057,M,67,Enterprise
24058,F,19,Youth
24059,F,29,Premium
24060,M,25,Premium
24061,M,33,Premium
24062,F,22,Family
24063,M,53,Youth
24064,F,29,Youth
24065,F,47,Premium
24066,M,26,Youth
24067,M,26,Family
24068,F,27,Youth
24069,F,32,Premium
24070,M,25,Youth
24071,F,51,Family
24072,F,29,Enterprise
24073,F,42,Enterprise
24074,M,57,Premium
24075,M,59,Premium
24076,M,26,Premium
24077,M,69,Enterprise
24078,F,22,Enterprise
24079,F,28,Youth
24080,F,67,Enterprise
24081,F,19,Premium
24082,F,63,Enterprise
24083,M,41,Enterprise
24084,M,68,Family
24085,F,26,Premium
24086,F,18,Family
24087,F,45,Family
24088,F,25,Premium
24089,M,35,Youth
24090,M,42,Youth
24091,F,45,Youth
24092,M,69,Premium
24093,M,67,Enterprise
24094,M,69,Premium
24095,M,38,Enterprise
24096,F,29,Enterprise
24097,F,51,Youth
24098,M,56,Enterprise
24099,F,62,Family
24100,M,34,Youth
24101,F,53,Premium
24102,M,52,Family
24103,M,63,Premium
24104,F,39,Family
24105,F,51,Family
24106,M,57,Premium
24107,M,29,Family
24108,M,56,Premium
24109,M,27,Premium
24110,M,46,Youth
24111,F,40,Premium
24112,M,50,Family
24113,M,69,Enterprise
24114,M,25,Enterprise
24115,F,61,Enterprise
24116,M,35,Family
24117,F,23,Youth
24118,F,36,Youth
24119,M,26,Family
24120,M,62,Family
24121,F,70,Premium
24122,M,65,Family
24123,M,21,Youth
24124,F,38,Youth
24125,F,38,Youth
24126,F,35,Youth
24127,F,58,Family
24128,F,43,Premium
24129,M,44,Youth
24130,M,23,Premium
24131,M,42,Enterprise
24132,F,70,Premium
24133,F,40,Enterprise
24134,M,61,Youth
24135,F,68,Family
24136,F,66,Premium
24137,M,59,Youth
24138,F,36,Premium
24139,M,54,Family
24140,F,26,Enterprise
24141,F,34,Youth
24142,F,50,Enterprise
24143,M,59,Youth
24144,F,40,Youth
24145,M,70,Premium
24146,F,54,Youth
24147,M,25,Enterprise
24148,M,36,Premium
24149,F,49,Premium
24150,M,64,Youth
24151,F,58,Enterprise
24152,F,50,Premium
24153,M,32,Youth
24154,M,19,Family
24155,F,63,Family
24156,F,24,Enterprise
24157,M,25,Youth
24158,F,22,Youth
24159,M,49,Youth
24160,M,46,Family
24161,F,24,Premium
24162,F,57,Premium
24163,F,58,Premium
24164,M,25,Youth
24165,M,20,Premium
24166,M,37,Youth
24167,F,50,Youth
24168,F,38,Enterprise
24169,F,66,Youth
24170,F,28,Enterprise
24171,M,70,Youth
24172,F,49,Enterprise
24173,M,44,Youth
24174,M,29,Youth
24175,M,40,Youth
24176,F,34,Family
24177,M,64,Youth
24178,F,44,Premium
24179,M,28,Premium
24180,F,49,Family
24181,M,24,Premium
24182,F,52,Family
24183,F,59,Youth
24184,F,70,Enterprise
24185,F,20,Youth
24186,F,61,Family
24187,F,48,Family
24188,F,50,Premium
24189,M,56,Youth
24190,F,41,Youth
24191,M,61,Youth
24192,M,50,Premium
24193,M,26,Youth
24194,F,59,Enterprise
24195,F,45,Enterprise
24196,F,49,Enterprise
24197,M,27,Enterprise
24198,M,44,Premium
24199,F,62,Family
24200,F,66,Enterprise
24201,F,40,Enterprise
24202,M,39,Family
24203,F,51,Enterprise
24204,F,45,Enterprise
24205,F,60,Family
24206,F,50,Premium
24207,F,20,Premium
24208,F,19,Premium
24209,M,57,Youth
24210,F,66,Premium
24211,M,19,Family
24212,F,36,Enterprise
24213,F,22,Premium
24214,M,30,Enterprise
24215,M,57,Enterprise
24216,M,33,Premium
24217,F,67,Premium
24218,M,50,Premium
24219,M,69,Family
24220,M,35,Family
24221,M,40,Family
24222,M,54,Youth
24223,F,46,Family
24224,M,19,Family
24225,M,53,Enterprise
24226,M,56,Youth
24227,M,25,Family
24228,F,49,Family
24229,M,46,Family
24230,F,61,Premium
24231,F,26,Enterprise
24232,F,22,Youth
24233,M,66,Premium
24234,M,64,Premium
24235,M,34,Enterprise
24236,F,35,Youth
24237,M,48,Enterprise
24238,F,57,Enterprise
24239,F,18,Family
24240,M,70,Youth
24241,F,28,Youth
24242,F,21,Family
24243,M,19,Family
24244,M,41,Enterprise
24245,F,45,Premium
24246,M,59,Enterprise
24247,M,26,Enterprise
24248,M,36,Premium
24249,M,37,Family
24250,F,35,Family
24251,M,56,Enterprise
24252,F,29,Family
24253,F,54,Enterprise
24254,F,55,Family
24255,F,25,Family
24256,F,67,Premium
24257,F,18,Premium
24258,F,66,Enterprise
24259,F,22,Enterprise
24260,M,49,Premium
24261,F,43,Premium
24262,F,58,Family
24263,F,64,Youth
24264,M,69,Family
24265,M,53,Family
24266,M,62,Youth
24267,M,38,Enterprise
24268,F,24,Family
24269,M,38,Family
24270,F,50,Youth
24271,F,21,Youth
24272,F,38,Premium
24273,M,38,Family
24274,M,28,Family
24275,F,70,Premium
24276,M,32,Family
24277,M,45,Enterprise
24278,M,22,Enterprise
24279,M,64,Youth
24280,M,34,Enterprise
24281,F,21,Family
24282,M,62,Youth
24283,F,25,Premium
24284,F,47,Enterprise
24285,F,54,Enterprise
24286,F,45,Family
24287,M,60,Youth
24288,M,38,Premium
24289,M,45,Enterprise
24290,F,24,Premium
24291,M,19,Family
24292,F,28,Family
24293,F,23,Family
24294,M,64,Enterprise
24295,M,68,Enterprise
24296,F,47,Premium
24297,F,25,Family
24298,F,30,Premium
24299,F,55,Youth
24300,F,32,Enterprise
24301,M,41,Premium
24302,F,60,Family
24303,M,68,Premium
24304,M,50,Youth
24305,M,65,Premium
24306,F,20,Enterprise
24307,M,43,Premium
24308,F,61,Youth
24309,F,47,Enterprise
24310,M,49,Premium
24311,M,62,Youth
24312,M,54,Premium
24313,F,45,Youth
24314,F,61,Family
24315,F,59,Enterprise
24316,F,68,Family
24317,F,45,Premium
24318,M,19,Enterprise
24319,M,61,Youth
24320,F,31,Premium
24321,M,60,Premium
24322,F,34,Enterprise
24323,M,45,Family
24324,F,41,Family
24325,F,66,Youth
24326,M,33,Family
24327,M,49,Premium
24328,F,55,Youth
24329,M,38,Enterprise
24330,M,52,Premium
24331,M,53,Premium
24332,M,34,Enterprise
24333,F,46,Family
24334,F,62,Family
24335,F,66,Enterprise
24336,F,56,Enterprise
24337,F,58,Enterprise
24338,M,54,Premium
24339,F,64,Enterprise
24340,M,56,Premium
24341,M,20,Enterprise
24342,F,34,Family
24343,M,65,Enterprise
24344,M,33,Enterprise
24345,F,25,Premium
24346,F,20,Family
24347,M,19,Family
24348,F,33,Family
24349,F,44,Family
24350,M,60,Premium
24351,M,54,Enterprise
24352,F,51,Family
24353,F,20,Family
24354,M,36,Family
24355,F,64,Enterprise
24356,F,66,Family
24357,F,58,Youth
24358,F,69,Enterprise
24359,F,62,Youth
24360,M,62,Family
24361,M,24,Enterprise
24362,M,29,Premium
24363,M,42,Youth
24364,M,38,Enterprise
24365,F,46,Family
24366,F,51,Family
24367,F,66,Family
24368,M,69,Youth
24369,M,24,Family
24370,M,56,Premium
24371,M,38,Family
24372,F,59,Youth
24373,M,51,Youth
24374,M,19,Family
24375,F,36,Family
24376,M,39,Enterprise
24377,M,26,Enterprise
24378,M,45,Youth
24379,F,33,Enterprise
24380,M,61,Enterprise
24381,M,52,Premium
24382,M,50,Family
24383,M,22,Family
24384,F,55,Enterprise
24385,F,49,Enterprise
24386,F,68,Premium
24387,M,24,Family
24388,M,24,Enterprise
24389,F,62,Premium
24390,M,46,Premium
24391,M,62,Premium
24392,M,60,Premium
24393,F,48,Youth
24394,M,57,Youth
24395,F,39,Family
24396,M,53,Enterprise
24397,F,70,Premium
24398,F,48,Youth
24399,M,53,Youth
24400,F,66,Family
24401,M,23,Family
24402,M,18,Youth
24403,F,62,Family
24404,F,51,Enterprise
24405,M,31,Youth
24406,M,28,Youth
24407,F,49,Youth
24408,M,70,Enterprise
24409,F,26,Family
24410,M,48,Family
24411,F,28,Family
24412,F,51,Family
24413,M,57,Family
24414,M,48,Enterprise
24415,M,69,Enterprise
24416,F,62,Enterprise
24417,F,36,Premium
24418,F,39,Family
24419,F,37,Youth
24420,M,54,Enterprise
24421,M,67,Enterprise
24422,F,48,Youth
24423,M,18,Family
24424,F,23,Enterprise
24425,M,45,Family
24426,M,47,Family
24427,F,27,Youth
24428,F,21,Family
24429,M,20,Family
24430,M,53,Enterprise
24431,F,36,Enterprise
24432,F,62,Enterprise
24433,F,26,Enterprise
24434,M,31,Family
24435,F,20,Enterprise
24436,M,67,Premium
24437,F,18,Youth
24438,M,50,Youth
24439,M,20,Family
24440,F,59,Family
24441,M,36,Enterprise
24442,F,63,Enterprise
24443,F,33,Youth
24444,M,45,Family
24445,F,26,Premium
24446,M,46,Family
24447,M,68,Youth
24448,F,19,Family
24449,M,41,Family
24450,F,27,Enterprise
24451,F,54,Premium
24452,M,32,Family
24453,M,23,Family
24454,F,56,Family
24455,F,44,Family
24456,F,62,Enterprise
24457,M,61,Family
24458,F,33,Family
24459,F,34,Youth
24460,M,35,Premium
24461,M,27,Youth
24462,M,34,Youth
24463,M,33,Family
24464,M,26,Family
24465,M,39,Family
24466,F,55,Enterprise
24467,M,70,Enterprise
24468,M,24,Youth
24469,F,31,Premium
24470,F,57,Youth
24471,M,64,Enterprise
24472,F,40,Youth
24473,M,51,Youth
24474,M,21,Youth
24475,M,58,Youth
24476,M,62,Family
24477,M,62,Youth
24478,M,68,Family
24479,F,38,Family
24480,F,41,Youth
24481,F,18,Premium
24482,F,46,Youth
24483,M,62,Premium
24484,M,63,Family
24485,M,36,Family
24486,M,51,Youth
24487,M,33,Enterprise
24488,F,33,Premium
24489,M,56,Youth
24490,M,35,Family
24491,F,48,Family
24492,M,45,Premium
24493,F,34,Family
24494,F,41,Enterprise
24495,M,68,Family
24496,F,23,Youth
24497,F,27,Youth
24498,F,69,Youth
24499,M,48,Family
24500,M,29,Premium
24501,F,48,Premium
24502,M,49,Youth
24503,M,60,Premium
24504,M,35,Enterprise
24505,M,63,Youth
24506,M,66,Youth
24507,M,53,Youth
24508,M,62,Premium
24509,M,30,Enterprise
24510,F,34,Family
24511,M,61,Premium
24512,M,68,Family
24513,M,48,Enterprise
24514,F,19,Enterprise
24515,M,19,Youth
24516,F,70,Enterprise
24517,F,30,Family
24518,F,42,Youth
24519,F,39,Premium
24520,M,49,Enterprise
24521,F,39,Youth
24522,F,61,Enterprise
24523,M,37,Family
24524,F,67,Youth
24525,M,24,Youth
24526,M,23,Premium
24527,M,64,Premium
24528,M,19,Premium
24529,M,59,Premium
24530,M,60,Youth
24531,M,63,Premium
24532,F,45,Premium
24533,F,65,Family
24534,M,39,Family
24535,M,21,Premium
24536,M,63,Premium
24537,F,34,Premium
24538,M,34,Enterprise
24539,F,18,Premium
24540,M,24,Family
24541,M,33,Youth
24542,F,37,Premium
24543,F,45,Enterprise
24544,M,26,Premium
24545,M,42,Premium
24546,M,29,Family
24547,M,31,Family
24548,M,44,Family
24549,M,19,Premium
24550,F,54,Enterprise
24551,M,33,Family
24552,F,55,Family
24553,M,45,Family
24554,M,55,Premium
24555,M,31,Premium
24556,F,54,Family
24557,M,25,Youth
24558,M,23,Family
24559,M,37,Enterprise
24560,M,54,Enterprise
24561,M,18,Premium
24562,M,27,Family
24563,F,44,Family
24564,M,37,Youth
24565,F,68,Youth
24566,F,57,Premium
24567,F,54,Youth
24568,F,40,Family
24569,F,58,Premium
24570,M,64,Premium
24571,M,55,Family
24572,F,35,Enterprise
24573,F,19,Family
24574,M,54,Youth
24575,M,45,Premium
24576,M,52,Premium
24577,F,28,Enterprise
24578,F,70,Family
24579,F,45,Youth
24580,M,66,Enterprise
24581,M,47,Enterprise
24582,F,62,Premium
24583,F,52,Youth
24584,M,46,Family
24585,M,54,Youth
24586,F,65,Youth
24587,F,22,Premium
24588,M,59,Premium
24589,F,21,Enterprise
24590,M,29,Youth
24591,M,43,Premium
24592,M,65,Enterprise
24593,M,66,Enterprise
24594,F,32,Enterprise
24595,M,35,Family
24596,F,49,Family
24597,F,59,Family
24598,F,27,Family
24599,F,20,Premium
24600,F,31,Enterprise
24601,M,47,Enterprise
24602,F,67,Family
24603,F,46,Premium
24604,M,40,Youth
24605,F,43,Youth
24606,F,69,Family
24607,M,54,Family
24608,M,62,Premium
24609,F,25,Premium
24610,M,33,Youth
24611,M,35,Youth
24612,F,52,Premium
24613,F,18,Family
24614,M,45,Enterprise
24615,F,45,Youth
24616,F,35,Premium
24617,F,19,Family
24618,F,39,Family
24619,F,66,Enterprise
24620,M,35,Youth
24621,F,47,Youth
24622,F,47,Family
24623,F,65,Family
24624,F,34,Family
24625,F,40,Enterprise
24626,M,36,Premium
24627,F,20,Family
24628,F,62,Family
24629,F,42,Family
24630,M,60,Premium
24631,F,54,Enterprise
24632,M,48,Family
24633,M,46,Youth
24634,F,38,Enterprise
24635,M,18,Family
24636,F,38,Enterprise
24637,M,57,Enterprise
24638,M,47,Enterprise
24639,F,52,Family
24640,F,40,Enterprise
24641,F,37,Premium
24642,F,40,Premium
24643,M,44,Youth
24644,M,54,Premium
24645,M,68,Premium
24646,F,53,Premium
24647,M,69,Youth
24648,F,54,Enterprise
24649,M,47,Premium
24650,M,35,Youth
24651,M,69,Premium
24652,F,28,Youth
24653,F,19,Premium
24654,M,24,Premium
24655,F,25,Premium
24656,M,55,Premium
24657,F,45,Enterprise
24658,M,60,Youth
24659,M,67,Family
24660,M,64,Family
24661,M,70,Premium
24662,F,67,Family
24663,M,58,Family
24664,M,60,Youth
24665,M,61,Family
24666,F,36,Family
24667,F,24,Youth
24668,M,50,Premium
24669,M,40,Youth
24670,M,49,Enterprise
24671,M,53,Youth
24672,M,43,Enterprise
24673,M,44,Youth
24674,M,41,Premium
24675,F,34,Youth
24676,M,50,Family
24677,M,43,Family
24678,M,19,Enterprise
24679,F,41,Enterprise
24680,F,35,Premium
24681,F,28,Youth
24682,F,53,Family
24683,F,24,Enterprise
24684,F,49,Youth
24685,F,29,Premium
24686,F,25,Premium
24687,F,39,Enterprise
24688,M,56,Enterprise
24689,F,24,Youth
24690,M,31,Enterprise
24691,F,35,Enterprise
24692,M,63,Youth
24693,M,31,Family
24694,M,26,Premium
24695,F,45,Family
24696,M,64,Enterprise
24697,M,65,Family
24698,F,60,Family
24699,F,44,Family
24700,F,42,Family
24701,M,44,Youth
24702,F,26,Premium
24703,F,70,Enterprise
24704,M,18,Youth
24705,M,64,Youth
24706,F,68,Premium
24707,M,26,Premium
24708,F,28,Premium
24709,M,36,Premium
24710,F,50,Family
24711,M,40,Youth
24712,F,58,Premium
24713,F,42,Youth
24714,F,54,Family
24715,F,68,Youth
24716,F,51,Family
24717,M,37,Enterprise
24718,F,31,Premium
24719,F,44,Family
24720,F,37,Family
24721,F,48,Family
24722,M,49,Enterprise
24723,M,62,Youth
24724,F,20,Enterprise
24725,F,36,Family
24726,M,63,Premium
24727,M,40,Enterprise
24728,F,61,Family
24729,F,38,Youth
24730,F,25,Enterprise
24731,M,57,Family
24732,F,54,Youth
24733,M,68,Youth
24734,M,55,Family
24735,F,39,Youth
24736,M,19,Premium
24737,F,60,Premium
24738,F,49,Family
24739,M,62,Youth
24740,M,24,Youth
24741,M,41,Youth
24742,F,68,Enterprise
24743,M,23,Youth
24744,M,27,Youth
24745,F,36,Youth
24746,M,67,Enterprise
24747,F,22,Family
24748,F,55,Enterprise
24749,F,69,Youth
24750,F,30,Premium
24751,M,40,Family
24752,F,68,Family
24753,M,42,Enterprise
24754,F,52,Enterprise
24755,M,20,Premium
24756,M,61,Enterprise
24757,M,47,Enterprise
24758,M,55,Family
24759,M,38,Enterprise
24760,M,40,Youth
24761,M,42,Premium
24762,F,57,Family
24763,F,19,Family
24764,F,60,Family
24765,F,40,Youth
24766,M,34,Premium
24767,F,60,Premium
24768,M,39,Youth
24769,F,28,Youth
24770,F,40,Premium
24771,F,23,Enterprise
24772,M,67,Premium
24773,F,24,Family
24774,M,42,Enterprise
24775,M,58,Family
24776,M,47,Family
24777,M,36,Premium
24778,F,23,Family
24779,F,30,Premium
24780,M,54,Enterprise
24781,M,67,Premium
24782,M,54,Enterprise
24783,F,19,Youth
24784,M,55,Family
24785,F,46,Enterprise
24786,F,31,Family
24787,M,57,Family
24788,M,39,Youth
24789,M,52,Enterprise
24790,M,44,Premium
24791,F,22,Enterprise
24792,F,38,Family
24793,F,33,Family
24794,F,41,Premium
24795,F,34,Youth
24796,F,29,Family
24797,M,64,Youth
24798,M,52,Family
24799,M,21,Premium
24800,F,31,Enterprise
24801,F,38,Enterprise
24802,F,18,Youth
24803,F,38,Youth
24804,F,30,Enterprise
24805,M,54,Enterprise
24806,M,40,Youth
24807,M,36,Family
24808,F,64,Enterprise
24809,F,29,Enterprise
24810,M,21,Youth
24811,F,37,Premium
24812,M,58,Youth
24813,M,34,Premium
24814,M,48,Premium
24815,F,25,Family
24816,F,45,Enterprise
24817,M,32,Premium
24818,F,67,Premium
24819,F,60,Enterprise
24820,M,50,Premium
24821,M,25,Enterprise
24822,M,61,Premium
24823,F,54,Family
24824,M,40,Youth
24825,F,36,Youth
24826,M,54,Enterprise
24827,F,43,Family
24828,F,63,Premium
24829,M,33,Premium
24830,F,57,Youth
24831,F,28,Enterprise
24832,M,58,Premium
24833,F,32,Premium
24834,F,33,Enterprise
24835,M,63,Family
24836,M,49,Family
24837,F,48,Youth
24838,F,70,Premium
24839,M,52,Enterprise
24840,F,27,Enterprise
24841,M,28,Premium
24842,M,67,Premium
24843,F,65,Enterprise
24844,F,29,Youth
24845,F,36,Youth
24846,M,44,Youth
24847,F,43,Family
24848,M,39,Enterprise
24849,M,62,Youth
